"ulasan","pfm+","pfm-","psn+","psn-","byr+","byr-","ftr+","ftr-","tpl+","tpl-","umu+","umu-"
"Mendingan kemaren, update malah ga jelas","0","1","0","0","0","0","0","0","0","0","0","0"
"PECAT UI/UX DESIGNERNYA SUMPAH !!! UI bagus tapi UX jelek, UI/UX designernyagausah ngide dah modal bagusin tampilan tapi user journey ga diperhatiin makin ribet, belajar lagi UI/UX nya :v","0","1","0","0","0","0","0","0","0","1","0","0"
"Mau masuk lemot, proses ke pembayaran juga lemot, sampai- sampai waktu pembayaran habis. Perbaiki lah ini aplikasi parah super lemot dari segala2nya","0","1","0","1","0","0","0","0","0","0","0","0"
"Diupdate kok malah ga bisa beli tiket ya... muter terus... tolong kedepannya jagan UI nya aja yg diperbaiki... mending versi yg lama.. versi yg baru jelek banget performanya..","0","1","0","1","0","0","0","0","0","0","0","0"
"Untuk membuka aplikasi jadi memerlukan waktu yang cukup lama setelah pembaruan.","0","0","0","0","0","0","0","0","0","0","0","0"
"Pesan kereta lokal susah, waktusesi habis terus","0","0","0","0","0","0","0","0","0","0","0","0"
"Lah kenapa sudah update malah makin ribet dan susah diakses.. Mohon diperbaiki min","0","1","0","0","0","0","0","0","0","0","0","0"
"Jadi ribet gini","0","1","0","0","0","0","0","0","0","0","0","0"
"Di perbaharui malah susah di buka.nyusahin....","0","1","0","0","0","0","0","0","0","0","0","0"
"Setelah di update dan tampilan baru malah lebih ..parah bug ny..loading lama....lemot..malah setelah update data nik berubah gmn ini team ...IT ny","0","1","0","0","0","0","0","0","0","1","0","0"
"Setelag update aplikasi menjadi sangat lemot di semua fiturnya, terutama di fitur Tiket Saya! Tiket yang sudah dibeli lama sekali bufferingnya menyebabkan kelamaan menunggu dipenukaran tiket/cetak boarding. Dan fitur Kereta untuk membeli tiker antar kotapun demikian begitu lemot bufferingnya. Mungkin seharusnya dicoba terlebih dahulu di internal KAI jangan langsung main update tetapi aplikasi belum bisa maksimal.","0","0","1","0","0","0","0","0","0","0","0","0"
"Bagusan aplikasi lama. Pilihan reduksi tidak muncul. Dari segi visualisasi ,membagongkan tdk enak dilihat dan sulit dipahami. User interface tuh jangan ramai banget warnanya. user suka yg simpel. Apakah sblm launching tdk di uji dan analisis dulu ke user sampel. Balik kayak yg lama aja, simpel. Kl pun mau tambah fungsi, ya jangan diubah tampilannya semua.","1","0","0","0","0","0","0","0","0","0","0","0"
"INI BAGAIMANA APLIKASI BARUNYA KOK ERROR? SAYA MAU PESAN TIKET JADI GABISA, GARA2 TIAP MAU BAYAR SELALU TIME OUT PADAHAL BARU SAJA DI KLIK TIBA2 SUDAH TIME OUT, SAMPAI SAYA LOGOUT DAN UNINSTALL ULANG TETEP GABISA, MAU HAPUS AKUN SAJA SEKALIAN JUGA GABISA, ALASANNYA KARENA ADA TIKET PERJALANAN YANG BLM SELESAI PDHL TIDAK ADA SAMA SEKALI WONG MAU BELI TIKET BARU AJA GABISA KOK.. GIMANA DONG INI SOLUSINYA? JADI SUSAH MAU BELI TIKET HARUS NYURUH ADEK SAYA PAKAI AKUNNYA","0","1","0","1","0","0","0","0","0","0","0","0"
"setelah update tambah lemot pak","0","1","0","0","0","0","0","0","0","0","0","0"
"D suruh upgrade ke basic tp ""idnum already exist"" itu gmna min. Kesel jg lama2","0","1","0","0","0","0","0","0","0","0","0","0"
"Mohon maaf setelah update akses menjadi lebih lambat, tidak seperti pada aplikasi sebelumnya. Saat memilih kursi timeout menunggu lama sekali. Menghabiskan banyak waktu","0","1","0","1","0","0","0","0","0","0","0","0"
"Sangat buruk saya telat 2 menit uang gabisa di refund malah hangus,jadi 200rbu cuman beli angin","0","1","0","0","0","1","0","0","0","0","0","0"
"Aplikasii kai setelah diupdate sangat sangatt jelek operasional yang lambat,beda sama aplikasi sebelum diupdate operasionalny lebih cepat,dan sekarang aplikasinya sangat sangat mempersulittt saya harap aplikasi ini bisa ditindaklanjutiiiiiii!!!!!!!!!!!!!!!!!","0","1","0","0","0","0","0","0","0","0","0","0"
"Di update bukan makin bagus . makin lemot jaringan susah masuk...gakjelas","0","0","0","0","0","0","0","0","0","0","0","0"
"Bikin aplikasi kok sampai g bisa di akses/eror. Sampai hampir g bisa dapat tiket di aplikasi gara"" eror. Akhirnya ya manual di stasiun.","0","1","0","1","0","0","0","0","0","0","0","0"
"Tolong dong kalo update aplikasi blm bisa maksimal jangan di paksain Udah kembali aja di jalan batu Buka aplikasi aja susah bgt berak kaya bawa gunung","0","1","0","0","0","0","0","0","0","0","0","0"
"Upgrade biar makin meningkat ini malah tambah parah, lemot dioperasikan. Gimana sih, malah mempersulit.. Hubungi lewat sosial media lain no respon. Parah banget.","0","1","0","0","0","0","0","0","0","0","0","0"
"Makin kesini makin menyusahkan","0","1","0","0","0","0","0","0","0","0","0","0"
"menu pilih pemberangkatan bisa, giliran cara kursi tak bisa versi tetbaru susah, mendingan versi lama lebih gampang","0","0","0","0","0","0","0","0","0","0","0","0"
"Lebih enak palikasi yang sebelumnya yang cepat","0","0","0","0","0","0","0","0","0","0","0","0"
"LEMOTTT POOOLLLLLLLL APLIKASI STUCK DI LOGO AJA, GABISA DIBUKA","0","1","0","0","0","0","0","0","0","0","0","0"
"Sejak diperbarui makin ribet.. Pesen tiket gabisa sat set.. Sering lemot.. Susah pesen tiket tertulis habis padahal real nta tiket masih tersedia.. Susah beli tiket di aplikasi skrng.. Hhh.. Balikin ajasih kek yg lama biar gak mempersulit pengguna.. Thx","0","1","0","1","0","0","0","0","0","0","0","0"
"Saya menyarankan untuk mengembalikan antarmuka aplikasi seperti sebelumnya, yang setelah update baru jadi sulit untuk membedakan tiket yang masih ada sama yang sudah habis","0","0","0","0","0","0","0","0","0","0","0","0"
"setelah aplikasi di update malah makin sulit diakses","0","1","0","0","0","0","0","0","0","0","0","0"
"Sebelum flash sale lancar,pas udah flash sale sellu loading g selesai selesai","0","0","0","0","0","0","0","0","0","0","0","0"
"Setelah update ke logo baru kok malah jadi makin parah ya. 1. Untuk masuk ke aplikasinya lama banget dan kadang logout sendiri 2. Saya mau pesen tiket kereta tp gak update akhirnya pesen via KAI web 3. Gak bisa buka tiket, padahal belom semua stasiun bisa pake face recognation jadi tetep harus liat kode booking, sedangkan untuk masuk ke aplikasinya aja susah Tolong dong diperbaikin lagi, kenapa masih bagus versi lama.","0","1","0","1","0","0","0","0","0","0","0","0"
"Mending kembali ke aplikasi kai sebelumnya, aplikasi yang terbaru malah bikin emosi lemot maksimal","0","0","0","0","0","0","0","0","0","0","0","0"
"Masih user friendly aplikasi yang lama","1","0","0","0","0","0","0","0","0","0","0","0"
"Kenapa sekarang susah banget masuk pesen semua nya loading parah","0","0","0","0","0","0","0","0","0","0","0","0"
"Jadi lemot banget.","0","1","0","0","0","0","0","0","0","0","0","0"
"Banyak masalah sma bikin akun, minta di perbaiki sistem nya maaf","0","1","0","0","0","0","0","0","0","0","0","0"
"Perlu banyak perbaikan....","1","0","0","0","0","0","0","0","0","0","0","0"
"aplikasi susah dibuka setelah melakukan pembelian tiket,padahal malam hari ini keberangkatan","0","0","0","0","0","0","0","0","0","0","0","0"
"Kok semakin lemot ya lebih suka apk yang lama","0","0","0","0","0","0","0","0","0","0","0","0"
"Fitur memang makin lengkap,namun saat di operasikan sangat lemoot sekali dalam fitur pembelian tiket kereta dan pengecekan tiket kereta.masih bagusan yang sebelum updateðŸ¥²","0","0","0","0","0","0","0","0","0","0","0","0"
"Lemot","0","1","0","0","0","0","0","0","0","0","0","0"
"Setelah update kok malah makin lemot yah, mau buka aplikasinya aja loading terus","0","1","0","0","0","0","0","0","0","0","0","0"
"Kita butuh buat beli tiket aja jangan ditambahin yang aneh aneh, jadi lemot banget.","0","1","0","1","0","0","0","0","0","0","0","0"
"Mangkin lengkap tpi kok makin ribet yaa","0","0","0","0","0","0","0","0","0","0","0","0"
"Tolong kenbalikan versi yang lama saja mudah dimengerti","0","0","0","0","0","0","0","0","0","0","0","0"
"Kenapa setelah di update jadi lama mau buka apknya. Gak cuma itu, mau pencarian juga lama, mohon ditingkatkan lagi biar tidak ada kendalaðŸ™","0","1","0","0","0","0","0","0","0","0","0","0"
"knp mau masuk aja susah bngt sih klo yg versi lama bner2 canggih.....","0","1","0","0","0","0","0","0","0","0","0","0"
"BURUKKKKKKKK!!!!","0","1","0","0","0","0","0","0","0","0","0","0"
"Kok malah jadi ribet ya min kalo mau cek jadwal Commuter line. Lebih enak aplikasi sebelum nya","0","1","0","1","0","0","0","0","0","0","0","0"
"Gara gara update lemot bangattt","0","1","0","0","0","0","0","0","0","0","0","0"
"Kurang faham fitur baru jelek menurut saya sih","0","1","0","0","0","0","0","0","0","0","0","0"
"Aplikasi nya blm memuaskan masa loading terus sih masa mandang provider kartu. Tolong dong di tingkan lagi sama meraka kesusahan pake aplikasi ini","0","1","0","0","0","0","0","0","0","0","0","0"
"Malah engga ada jadwal setelah update. Aplikasi payah","0","1","0","0","0","0","0","0","0","0","0","0"
"benerin dulu sistemnya","1","0","0","0","0","0","0","0","0","0","0","0"
"Saya mau lihat jadwal kereta sekaligus pesan tiket sulit untk d buka.g tau..g jelas.padahal sblmnya juga mudah.pdhal urgent..","0","1","0","1","0","0","0","0","0","0","0","0"
"Aplikasi diperbarui kok malah makin susah buat masuk. Tiap masuk selalu bendal atau kalau bisa masuk, mutarnya lama. Tulung diperbaiki servernya juga.","0","1","0","0","0","0","0","0","0","0","0","0"
"Aplikasi lambat banyak BUG","0","1","0","0","0","0","0","0","0","0","0","0"
"Di update bukan nya makin bagus.. ini malah makin buruk,makin bapuk,makin down..","0","1","0","0","0","0","0","0","0","0","0","0"
"Luar biasa","1","0","0","0","0","0","0","0","0","0","0","0"
"Lemot, udah bayar tiket, tapi ga muncul","0","1","0","0","0","1","0","0","0","0","0","0"
"Sy baru sadar kalau apk nya di upgrade, tampilannya bagus, tapi kok ini malah lemot skli, dan ngebug terus. Setiap mau pesen tiket antar kota selalu tidak tersedia? ini gmna si min, bagusan yg lama. Sy juga lihat balasan adminnya disini malah suruh update atau log ini lagi, udah sy coba segala cara sama ajaaaaaa, padahal ini apk sdh versi pling terbaru","0","0","0","0","0","0","0","0","0","0","0","0"
"Kenapa KAI access diperbaharui otomatis? Dan malah jadi tidak bisa dibuka sama sekali","0","1","0","0","0","0","0","0","0","0","0","0"
"lama yaa","0","1","0","0","0","0","0","0","0","0","0","0"
"Versi terbaru super lelet, big noooo","0","1","0","0","0","0","0","0","0","0","0","0"
"Diupdate bukannya makin baik malah makin lemottt, udah gitu tiap buka disuruh login terus tuh konsepnya gimana sii?? Mana loginnya ga jelas LEMOTT PARAHHH HUU PERBAIKI DONG TOLONG","0","1","0","0","0","0","0","0","0","0","0","0"
"bagus dan keren, catatan untuk pengguna jika hanya untuk lihat jadwal atau lainnya sebaiknya akses lokasinya di non aktifkan dulu","1","0","1","0","0","0","0","0","0","0","0","0"
"BURUK!!!!!! BUKANNYA MEMPERMUDAH,MALAH MEMPERSULIT!!!!","0","1","0","0","0","0","0","0","0","0","0","0"
"Kecewa banget dengan kereta suka macet jadi menghambat perjalanan","0","0","0","0","0","0","0","0","0","0","0","1"
"nih servernya gmana ya? lemot bener","0","1","0","0","0","0","0","0","0","0","0","0"
"Lemooot,padahal yg lama cepet bgt begitu update lemoooot,ud dicoba berkali2 tetep aja, tolong segera perbaiki dong pt kai","0","1","0","0","0","0","0","0","0","0","0","0"
"makin upgrade malah makin lemotttttttttt!!!!","0","1","0","0","0","0","0","0","0","0","0","0"
"Bagusan desain sebelumnya, lebih elegan,simple,gak seperti di prank. Sekarang lambat, bikin bingung. Harusnya diperbaiki kualitasnya pembayaran ewallet ditambah opsinya, dll","0","0","0","0","0","0","0","0","0","0","0","0"
"Sebelumnya saya sudah beli tiket pake aplikasi lama, trus saya cek.. di aplikasi tiket saya ilang tuh.. pertanggungjawabannya gimana?","0","0","0","1","0","0","0","0","0","0","0","1"
"Saya kira hanya terjadi di saya, namun banyak juga yang mengeluhkan kalau kai access yg sekarang agak lebih ribet dari versi sebelumnya. Mohon maaf admin, jujur saya merasa kai access yg sekarang terlalu mirip dengan aplikasi travelling yg lain. Saya apresiasi penambahan fitur seperti ka lokal, krl, dan kcic. Namun penambahan fitur lain seperti hotel dan bus, menurut saya membuat kai access kehilangan identitasnya sebagai kai access","0","1","0","0","0","0","0","0","0","0","0","1"
"Pembatalan tiket kereta melalui KAI access dipotong 25% sudah itu proses refund 45 hari baru akan ditransfer balik dan giliran pembatalan reservasi hotel melalui KAI access diarahkan untukmenghubungi traveloka, pihak traveloka sudah dihubungi dan setuju serta mengkonfirmasi reservasi dibatalkan tanpa pinalti namun untuk pengembalian dana nya diarahkan menghubungi tempat awal melakukan pemesanan yaitu KAI access, di aplikasi KAI access tidak ada sama sekali opsi chat minta bantuan.","0","1","0","1","0","0","0","0","0","0","0","0"
"Dulu sebelum di update jaringannya lancar sekarang Setelah update kok lebit lemot ya. Kemarin saya mau pesan tiket sampai memakan waktu 20 menit di ind***** buat menunggu kode keluar. Sampai saya 4 kali percobaan baru bisa. Mohon kepada Developer KAI untuk memperbaiki jaringannya. Terimakasih","0","1","0","1","0","0","0","0","0","0","0","0"
"Dimana cara pesan reduksi lewat update yg baru ini","0","0","0","0","0","0","0","0","0","0","0","0"
"Wkwkwkwk afaan sekelas perusahaan bumn ga mamfu bikin aplikasi bener bukannya mempermudah tapi malah mempersulit. Cuihhhhh","0","1","0","0","0","0","0","0","0","0","0","0"
"Woi admin balikin ke aplikasi lama lah.. lemot banget aplikasi update baru.. Setelah update malah makin tdk user friendly, filter hanya ada 1 pilihan (dulu bisa by waktu, harga, dan kelas), pilih kursi juga hrs scroll atas bawah (dulu 1 layar tampak semua), hadeuh bukannya makin maju","0","1","0","0","0","0","0","0","0","1","0","0"
"Nyesel upgrade ke versi baru,berkali2 coba masuk tetep aja g bisa login","0","1","0","0","0","0","0","0","0","0","0","0"
"Setiap ada update bukannya lebih baik malah banyak masalah, padahal yang kemarin sudah bagus dan friendly user.. Dan yang ini lebih parah.. mau bayar ga bisa bisa.. ""waktu anda telah habis...""..padahal baru mencet metode pembayaran.. Tolong menu RESCHEDULE dan REFUND agar DIMUNCULKAN KEMBALI krn buat yg sering berubah keberangkatan sangat2 membantu.. sudah banyak ulasan dan kasih bintang 1, smg tim KAI bisa segera memperbaiki..","0","0","0","0","0","0","0","0","0","0","0","0"
"Kenapa ya aplikasi nya lemot bangt loading nya lama pula gak kaya aplikasi yang sebelum nya di rubah ketambah suka tiba2 keluar sendiri dan harus login bekali kali","0","1","0","0","0","0","0","0","0","0","0","0"
"Diperbarui bukanya malah lebih baik malah menyusahkan. Mau upgrade ke basic pake akun yang lama muncul tulisan email dan no hp sudah out. Bintang 1","0","1","0","0","0","0","0","0","0","0","0","0"
"Update terburuk buat apk...","0","1","0","0","0","0","0","0","0","0","0","0"
"Maaf ini aplikasi Sekarang tidak bisa pakai fitur connecting train dari Banyuwangi ke Cikarang, padahal sebelumnya bisa.. kenapa malah down grade ya?","0","0","0","0","0","0","0","0","0","0","0","0"
"setiap ngecek tiket selalu tidak ada jadwal.","0","0","0","0","0","0","0","0","0","0","0","0"
"Tampilan bagus, tp makin lama loadingnya. Mending versi yang lama. Simpel tp cepet","0","0","0","0","0","0","0","0","0","0","0","0"
"Promonya aja rame gililran aplikasi di buka ngeleggg, naruh uang di saldo KAI juga gak berguna. Mending go show di loket.","0","1","0","1","0","0","0","0","0","0","0","0"
"Versi baru lebih lemot ... loadingnya lama akses masuk aplikasinya, bgt jg berpindah menu dll ... mohon segera diupgrade","0","1","0","0","0","0","0","0","0","0","0","0"
"Saat verifikasi kaipay loh kenapa tibaÂ² kode otp nya muncul dari kaspro.id. apa kerja sama ? Lebih suka aplikasi yang lama. Yang baru ini lemot","0","0","0","0","0","0","0","0","0","0","0","0"
"Loading lamaaaaa...banget. pas pencarian kursi. Pas udah masuk,, udah dipilih sendiri dari apk nya, kn saya blm milih kursi padahal. Kadang lancar. Kadang ya gitu.. Yg versi lama lancar padahal.","0","0","0","0","0","0","0","0","0","0","0","0"
"ini ga di testing dulu apa gimana sih pas mau deploy ke prod, masa setelah di update ke UI baru aplikasi malah ngelag gak bisa digunakan sama sekali, lemot parah","0","1","0","0","0","0","0","0","0","0","0","0"
"Aplikasi jadi semakin susah dimengerti... Untuk cek jadwal krl aja ga detail seperti sebelumnya...lemot...malah jadi jelek","0","1","0","0","0","1","0","0","0","0","0","0"
"Loadingnya lama. Tiba-tiba keluar sendiri dari aplikasi. Lebih enak versi lama.","0","1","0","0","0","0","0","0","0","0","0","0"
"saran untuk para pengurus di KAI ..ini zaman sudah modern segala hal digital sudah serba cepat . ini masa saya batal kan tiket, pengembalian dana nya nunggu 30-45 hari.???? sekalian aja setahun baru tf dana nya .","0","1","0","1","0","1","0","0","0","0","0","0"
"Abis di update malah makin lemot banget","0","1","0","0","0","0","0","0","0","0","0","0"
"Setelah update semakin lemot ya, ada solusi kah?","0","1","0","0","0","0","0","0","0","0","0","0"
"Ini setelah di upgrate mlh gak bisa login mulu.,masih sma sudah dicoba beberpa kali login,,kai acces tidak menanggapi","0","1","0","0","0","0","0","0","0","0","0","0"
"Upate baru ...sudah masuk sesi pembayaran atau bru msuk di sesi pilihan kursi...halaman sudah kadaluarsa","0","0","0","0","0","0","0","0","0","0","0","0"
"Updetan versi terbaru bukanya makin bagus malah jadi buruk! Lemot banget, bukan mempermudah malah mempersulit! Serasa downgrade ke versi lama","0","1","0","0","0","0","0","0","0","0","0","0"
"Idready, trs waktu dftar akun basic, ruwet, dr kmrn ga bisa2 sampek ganti nmr tetep g bisa, jadi g bsa pesen tiket deh","0","1","0","1","0","0","0","0","0","0","0","0"
"Daftar tiket saya tidak bisa diakses","0","0","0","0","0","0","0","0","0","0","0","0"
"Setelah update malah lemot, susah melakukan pemesanan, tolong diperbaiki","0","1","0","1","0","0","0","0","0","0","0","0"
"Setelah di update malah makin susah Untuk metode pembayaran hanya ovo, pembayaran lewat link aja, dana malah di hilangkan","0","1","0","0","0","1","0","0","0","0","0","0"
"Aplikasi Di update malah step by step lemooottttt bangetttttttt yaAllah gimana kalau yg buruÂ²ðŸ¥º waktu pembayaran juga abis sama lemotnyaaaaaaaaa!!!!","0","1","0","0","0","1","0","0","0","0","0","0"
"Setelah upgrade terbaru, sangat disayangkan program ny berubah dan menjadi kurang memuaskan. Mohon kpd pihak pemilik kayak ny lebih mudah aplikasi yg sblum nya.","0","1","0","0","0","0","0","0","0","0","0","0"
"Lebih mudah untuk pemesanan tiket","0","0","1","0","0","0","0","0","0","0","0","0"
"Ada update aplikasi otomatis malah nggak bisa di buka, bukannya tambah bagus malah tambah buruk","0","0","0","0","0","0","0","0","0","0","0","0"
"Promo elit server sulit, dari dulu kok tetep aja. Diketawain sama ojol noh server anda.","0","1","0","0","0","0","0","0","0","0","0","0"
"Mantp","1","0","0","0","0","0","0","0","0","0","0","0"
"Baru sadar ada pembaruan dari KAI Access ke Access by KAI. Kirain ngga sengaja uninstall taunya ganti nama. Fiturnya makin banyak, iconnya makin banyak. Udah enak tampilan sebelumnya sih. Udah bener buat layanan pesen tiket doang sih, sekarang jual pulsa, data, bayar listrik. App nya makin berat, buat pesen tiket makin susah, daftar stasiunnya nggak muncul.","0","0","0","0","0","0","0","0","0","0","0","0"
"Pas mau buka susah masuknya. Loding lama banget Masih relatif efisien yg lama.","0","1","0","0","0","0","0","0","0","0","0","0"
"Kenapa di upgrade malahbikin lama bukanyav","0","1","0","0","0","0","0","0","0","0","0","0"
"Menjadi Tidak Simple .","0","1","0","0","0","0","0","0","0","1","0","0"
"Aplikasinya membingungkan setelah di upgrade,mau cari kereta aja ga bisa n aplikasinya lemottttttâ˜¹ï¸","0","1","0","1","0","0","0","0","0","0","0","0"
"Setelah di update malah makin buruk, mau log in buffering terus sampe berapa puluh menit padahal kondisi jaringan bagusðŸ‘Ž sumpah aplikasi nya enakan yg dulu sebelum update","0","1","0","0","0","0","0","0","0","0","0","0"
"APK BERAT BANGET. BENERIN LAH MAU PERGI PERGI NAIK KERETA JADI SUSAH. UPDATE MALAH BIKIN APK RUSAK","0","1","0","0","0","0","0","0","0","0","0","1"
"Aplikasi nya kok jadi jelek banget sihh","0","1","0","0","0","0","0","0","0","0","0","0"
"Bagus versi baru.... jadi lebih mudah dan lengkap... Terus tingkatkan efisiensi dan kurang bug...","0","0","0","0","0","0","0","0","0","0","0","0"
"Update aplikasi baru jadi kacau balau sumpah najis dah","0","1","0","0","0","0","0","0","0","0","0","0"
"perbaikin apknya buruk sekali masa mau pesan ka lokal tidak bisa terus","0","1","0","0","0","0","0","0","0","0","0","0"
"lama2 makin lemot, tiba2 time out padahal tinggal bayar doang!!!!","0","1","0","0","0","0","0","0","0","0","0","0"
"Aplikasi kalo belum matang mending jangan di publis dulu","0","1","0","0","0","0","0","0","0","0","0","0"
"inii gimana yaa, disuruh daftar member basic tp malah gabisa katanya email dan nomor sudah terdaftar, padahal sebelumnya belum pernah daftar member basic","0","1","0","0","0","0","0","0","0","0","0","0"
"0 nambah parah aplikasinya ðŸ¥²","0","1","0","0","0","0","0","0","0","0","0","0"
"Semakin lemot. Sampah","0","1","0","0","0","0","0","0","0","0","0","0"
"Aplikasi di update tapi malah bikin masalah dak bisa login 'sign failed'. Coba lupa password masih tetap. Sudah telpon kai 121 dikasih password standar tetap saja. Benar2 menghambat, bukan malah perbaikan. Sebelum diganti harusnya uji coba dulu. Padahal harus segera booking tiket. Dan sudah banyak penilaian 1 bintang tetap saja aplikasi belum diperbaharui sampai sekarang.","0","1","0","1","0","0","0","0","0","0","0","0"
"Setelah di update menjadi down","0","1","0","0","0","0","0","0","0","0","0","0"
"Bagus","1","0","0","0","0","0","0","0","0","0","0","0"
"Gak tau apa yang melatarbelakangi pergantian dari KAI access ke access by KAI. Tapi sumpah kecewa banget. kualitas nya bukannya upgrade, ini malah downgrade. Pesen tiket jadi lebih lelet dari sebelumnya, bahkan untuk menambah kan daftar penumpang juga loading banget. Jadi tolong bukan tampilannya aja yang di ubah, tapi access kemudahannya harus terus ditingkatkan. Ini sih harus secepatnya diperbaiki, kata maaf aja gak akan pernah cukup","0","0","0","0","0","0","0","0","0","0","0","0"
"Mentenaince kah? Semenjak update jadi gabisa masuk apk lemottt ngebug , udh tau urgent mau cepet"" pesen tiket, lain kali bagusin dulu apk nyaaa baru suruh penumpang beuli online babi","0","1","0","1","0","0","0","0","0","0","0","0"
"Jujur lebih baik versi sebelumnya, lebih simpel dan mempermudah, tinggal pilih tanggal langsung bisa lihat ketersediaan tiket. Versi terbaru malah jadi ribet, harus klik satu per satu keretanya baru bisa lihat ketersediaan tiket.","0","0","0","0","0","0","0","0","0","0","0","0"
"Semenjak update terbaru malah makin parah dan lemot, update bukannya makin bagus malah makin buruk. Tolong dong diperbaiki masa saya mau pesen Tiket 3 jam ngk kelar kelar failed terus, masih bagusan KAI acces daripada ini. Mohon agar segera diperbaiki, jadinya menghambat orang untuk bepergian dengan kereta kalau seperti ini","0","1","0","1","0","0","0","0","0","0","0","0"
"Aneh d update bukanya tambah cepet tp tambah lemot, sy kira jaringan ternyata mmg lemot aplikasinya....ni gr2 d korup sm org bumn, cari proyek buat komisaris","0","1","0","0","0","0","0","0","0","0","0","0"
"Di update, bukannya semakin bagus, semakin lemmot... ðŸ˜©ðŸ˜©ðŸ˜©","0","1","0","0","0","0","0","0","0","0","0","0"
"Terlalu diulang ulang","0","1","0","0","0","0","0","0","0","0","0","0"
"Mudah dan gag ribet gag perlu antri dan nunggu loket bukak, cuma sayang H-7 sudah gag dapat kursi.","0","0","0","0","0","0","0","0","0","0","0","0"
"Aplikasi terupdate otomatis.. Tampilannya skrg tambah ribet dan bikin bingung.. Lebih simpel tampilan yg lama.. Seharusnya klo memang ada update lebih mempermudah..ini malah sebaliknya..","0","1","0","0","0","0","0","0","0","1","0","0"
"Tidak jadwal waktu sholat seperti versi terdahulu","0","0","0","0","0","0","0","0","0","0","0","0"
"Top markotop","1","0","0","0","0","0","0","0","0","0","0","0"
"Versi terbaru, tapi makin buruk. Login via email dan no hp tetap aja muter sampe berkecambah","0","1","0","0","0","0","0","0","0","1","0","0"
"Harga tiket yang habis masih ditampilkan, koneksi lancar namun gagal terus","0","0","0","0","0","0","0","0","0","0","0","0"
"Ribet bagus aplikasi yang dulu","0","0","0","0","0","0","0","0","0","0","0","0"
"Lemottttt,freeze, udah di update koq malah parahhh","0","1","0","0","0","0","0","0","0","0","0","0"
"Semakin lama buka aplikasinya dan setiap langkah itu prosesnya lama banget, berbeda dengan yg sebelumnya lebih cepat. Malah sering kembali lagi kehalaman utama, semoga segera diperbaiki.terimakasih","0","0","0","0","0","0","0","0","0","0","0","0"
"Biasanya update itu untuk mempermudah,ini malah kebalikan nya,mempersulit,lemot ga ktulungan,harus log in dri awal,data smua hilang","0","1","0","0","0","0","0","0","0","0","0","0"
"Saya suka kereta","1","0","0","0","0","0","0","0","0","0","1","0"
"Dah update ga bisa di buka,, nge leg","0","1","0","0","0","0","0","0","0","0","0","0"
"Parah nih layanan aplikasi ini. Lama banget loading buat dapet kode otp, apalagi saat login masuk. Masa aplikasi setingkat pelayanan masyarakat gini amat. Kaga profesional operator nih aplikasi. Pake di blokir segala lagi buat dapetin otp karna muncul2.... ðŸ‘ŽðŸ‘Ž","0","1","0","1","0","0","0","0","0","0","0","0"
"Upgrade malah lemot, interface enak yg lama. Mo beli tiket malah jadi susah, mohon di perbaiki. Pengguna setia KAI tiap weekend","0","1","0","0","0","0","0","0","0","0","0","0"
"Dah lah bikin pusing, udah bener2 apk lama ngapain jadi update kek t*i","0","1","0","0","0","0","0","0","0","0","0","0"
"Jadi sulit dalam login dan ga prnah muncul tampilan pemesanan tiket","0","1","0","1","0","0","0","0","0","0","0","0"
"Lemott ga bisa masuk udah masuk malaj ke luar harus login tapi pas login lemot parah ga bisa masuk susah","0","1","0","0","0","0","0","0","0","0","0","0"
"Lemot sekali kapan normal lagi","0","1","0","0","0","0","0","0","0","0","0","0"
"Ini kenapa sih aplikasi BUMN sering gangguan terus!!,masa disuruh log in lagi padahal sudah punya akun. Aneh kalah sama aplikasi swasta yang lebih bagus dan jarang gangguan....ðŸ‘ŽðŸ‘ŽðŸ‘Ž","0","1","0","0","0","0","0","0","0","0","0","0"
"diupgrade malah sering blank hitam.","0","1","0","0","0","0","0","0","0","0","0","0"
"Diupgrade malah aneh, di cek masih sisa kursi tersedia 3 di beli ga bisa","0","0","0","0","0","0","0","0","0","0","0","0"
"Kenapa sekarang ada menit nya sih mau pesen tiket jadi gak tenang","0","0","0","0","0","0","0","0","0","0","0","0"
"Ko malah lemot versi baru,parah ah","0","1","0","0","0","0","0","0","0","0","0","0"
"Tampilan yg semakin memudahkan","0","0","0","0","0","0","0","0","1","0","0","0"
"Lemot banget bikin emosi","0","1","0","0","0","0","0","0","0","0","0","0"
"MASALAH MULU","0","1","0","0","0","0","0","0","0","0","0","0"
"Aplikasi yg semakin mempersulit penggunanya,mana lemot bgt","0","1","0","0","0","0","0","0","0","0","0","0"
"Lemot banget tiap mau pesan tiket per step nya lama. Padahal jaringan sama handphone OK","0","1","0","1","0","0","0","0","0","0","0","0"
"Ga jelas Anjir. Log in gagal terus.. di update malah makin ribet","0","1","0","0","0","0","0","0","0","0","0","0"
"Banyak fitur dan pilihannya tapi gabusa sama saja kalo tidak bisa terakses, lebih running sama versi yang lama nya, Merugikan konsumen apabila ada sesuatu mendesak dan butuh reshcedulle tiket tetapi gabisa, sudah coba telpon dan tanya ke 021121 service center juga ga ada solusi, sudah saya coba manual unistall kemudian download install lagi.. sama saja gabisa.. harus jadi perhatian dong ini","0","1","0","1","0","0","0","0","0","0","0","1"
