"content","label"
"Pengemudi terlalu sering meminta membatalkan pesanan","Negatif"
"mantap","Positif"
"Banyak kenselan....banyak juga saldo yng terbenam....ðŸ¤£ðŸ¤£","Negatif"
"Izin admin kenapa setelah pembelian atribut , saya tidak merasakan perbedaan prioritas dan yang belom prioritas, profil juga tidak berubah. Dan data perjalanan pun tidak di hitung","Positif"
"Godd","Positif"
"Aplikasi bagus, ramah orang-orangnya. Top","Positif"
"Ini tuh bener"" aplikasi terngentod yg pernah gue kenal , aplikasi bikin sakit hati sumpah , nunggu berjam-jam skali Nye bunyi ditolak Mulu najis dah , maksudnya apa si dpt orderan trus di pilih driver nya ??? Lo tinggal rubah sistem Lo klo dpt order ywdah tinggal bawa kaya gojek grab gituu anjiingg biar mitra Lo ga sakit hati kek gini !!","Negatif"
"baik sekali drivernya","Positif"
"Semenjak update akun jadi tambah sulit mendapatkan orderan , Stop pendaftaran driver , Ah percuma Ketang mau ngomong sampe ngebudah juga aplikator mah ga mungkin mikirin nasib dan kesejahteraan mitra , khusus nya para akun akun veteran yang terlebih dahulu ikut membantu mempromosikan indrive","Negatif"
"Sudah cukup bagus...","Positif"
"Tolong hak driver branding jangan dikurangi(diambil lagi tiap bulan) Kalo ada TOP driver kenapa ga ada autobid? Totalitas adalah autobid driver Mari buktikan siapa yg loyalitas!!!???","Positif"
"Aplikasi aneh sya sebagai diver merasa kecewa gmbar motor di aplikasi penumpang ngak jalan di cancel mulu soalnya di kirain saya jauh padahal deket. Pengembalian dana driver juga lama top up saldo yg selalu naik.aplikasi udah kaya lintah kaya ngambil duit driver terselubung dngan modus aturan","Negatif"
"Aplikasi jadul","Negatif"
"Yg bisa dpt order cuma yg punya tampang goodlooking. Yg tampang burik lusuh gak bakal bisa dpt order. Sistem membahayakan driver dijalan, order tidak bisa masuk otomatis. Kalau ada masalah gak ada cs yg bisa bantu.","Negatif"
"Driver sering minta ongkos lebih tidak sesuai dengan harga yg tertera di aplikasi dsn juga driver sering berkata kasar","Negatif"
"mudah, murah, dan cepat.","Positif"
"Aplikasi yang bagus","Positif"
"Bagus","Positif"
"the best","Positif"
"murah cepat tepat ramah","Positif"
"ok","Positif"
"Buat indrive di hapus aja edit argo nya,bukan masalah apa itu argo lah murah di edit lagi,misalnya aja antar nya 13km masa cuman 15rb kan gila itu namanya,","Negatif"
"Sangat baik","Positif"
"tolong di perbaiki lgi","Positif"
"Tau tau ada sampah nya aja Tapi notif orderan nya kagak ada","Negatif"
"Aplikasi ngerjain manipulasi jarak dan waktu","Negatif"
"Makin aneh sistem nya dan ngawur tingkat dewe","Negatif"
"Yang buat aplikasi masih belajar atau magang si...order yang masuk diatas 5 km ..yang agak deket 3 atau 2 km pas diambil ga bisa...tapi anehnya order masih muncul lagi...terus order terdekat sekarang gak ada notifikasi nya ...niat mau bersaing dengan yang lain atau mau menghancurkan APK si","Negatif"
"Ok","Positif"
"Iizin tanya admin... Kenapa kok gk bisa onbid ya Slalu muncul buka pengaturan Tpi pas di buka gk ada pengaturan apa2","Positif"
"Aplikasi bagus tapi tolong di tingkatkan lagi kadang suka ngbug aplikasinya, untuk posisi tidak akurat pas pemesanan inDrive. Tingkat ke amanan di perkuat lagi, biar tidak ada menyalahgunakan InDrive","Positif"
"Sangat membantu","Negatif"
"Indriver suka membatalkan penumpang JD bolaki balik sy batalkan akun sy yg di blokir","Negatif"
"Masih banyak sampah order fiktif","Negatif"
"Pass di update aplikasi driver nya,, expert & frequency nya langsung turun,, bagaimana analisa nya.","Negatif"
"Daftar kurir udah kumplit data tapi ngga di respon2","Positif"
"HITAM motor-bike honda, L 6137 BAI, telah melanggar atur. Yang di mana membawa kabur uang kembalian customer. Tolong pihak inDrive menindak lanjuti","Negatif"
"drivernya ngeselin","Negatif"
"lemah","Negatif"
"Ongkir murah, penerimaan orderan di batasi. Nasib kami para driver gimana?","Negatif"
"Ya lumayan bagus untuk zaman now","Positif"
"mantap","Positif"
"Sangat membantu Min kapan ya keluar lagi atribut saya paskemaren mau pesen pas saya mau bayar barang udah habis melelu saya juga berhak sebagai dreper yang lain saya udah lama di aplikasi Indri semoga ada jln ya buat akun saya sama seperti orang lain pioritas ðŸ™","Positif"
"good","Positif"
"Hapus critikal update di jabodetabek , sistem nya makin kacau Bikin tambah banyak bug","Negatif"
"Jarak jemputnya terlalu jauh, membahayakan lalulintas. Karena mau nggak mau harus ngebut. Yang deket sama custumer malah tidak dapat. Dengan sangat terpaksa harus terima tawaran custumer untuk offline. Karena custumer nggak tahan nunggu lama.","Positif"
"Sopirnya sangat ramah","Positif"
"sngtttt baikk dan sukses","Positif"
"sangat membantu","Positif"
"sangat memuaskan","Positif"
"Buka dong di daerah Kendari, Sulawesi tenggara","Positif"
"Mantab","Positif"
"cur bib ur BMW b. .,hy","Positif"
"APLIKASI PEMBOROS BATRE","Negatif"
"mantap","Positif"
"Jarang di kasih orderan","Negatif"
"kirain di update makin bagus sistemnya..","Negatif"
"Tolong dong pihak aplikator driver yg pake mod di tindak, kita yg pakai aplikasi ori kalah saing..","Positif"
"Ok","Positif"
"Ok","Positif"
"Saya pengguna indriver,hampir setiap hari saya order untuk anak saya pergi dan pulang ngampus,saya sendiri pun seringkali naek indriver,lumayan membantu, cuman di aplikasi waktu serungkali tidak sesuai di aplikasi hanya 3 menit nyatanya datang kadang udah 10 menit, terus mtr nya juga tidak jalan,jadi saya gak bisa mantau anak saya udah di mana? TibaÂ² laporan udah selesai","Positif"
"Aplikasi sampah , jauh jauh ngantar tak da dikasih balasan julstru yg jarak 3 yg dikasih","Negatif"
"Kenapa aplikasi nonresmi masih beredar ? Ada uang mengalir kah ?","Netral"
"Semenjak aplikasi di perbarui, perjalanan saya angkanya tidak bertambah, padahal saya abis dapet orderan ya lumayan banyak kalo dihitung. Tapi angka perjalanan di akun saya sebagai driver ga bertambah.","Netral"
"Di blokir alasan tidak jelas. Soalnya saya tidak pake mood. Yg pake mood berbayar lancar aja.","Negatif"
"Klo bisa yang jauh jauh ga usah di tampilkan, akun saya Masi bayi mau Prio susah beli atributnya, jangankan masuk lelang baru nongol udah langsung ilang, jadi susah buat akun baru berkembang.","Positif"
"Mantap","Positif"
"Kenapa ya kadang ketika saya terima orderan, terus saya pencet navigasi yg di aplikasi ngga sesuai alamat yg di tuju","Netral"
"Penumpang yg batalin tapi saldo kita tetap di potong","Negatif"
"Apkikasi tidak berguna, gak jelas , dulu awalawal masih gampang saya dapet driver sekrang kaga jelas susah dapet driver waktu gk tepat, untuk harga okelah lebih murah dari apk yang lain.","Negatif"
"Bagus buat cari duit di saat saat susah seperti ini","Positif"
"Indriver melihara tuyul, payah... Gimana mau maju kalo plihara tuyul? Promosi boleh, tapi kalo kebablasan sampe mlihara tuyul kebangetan","Negatif"
"Smoga lancar","Positif"
"Ga ngaruh perioritas pun","Negatif"
"BLOKIR PERMANEN PENGGUNA MOD DAN BOT INDRIVE...KARENA MERUGIKAN BANGET DRIVER DAN COSTAMER...juga jadi bingung.jd kualitas layanan menurun.","Positif"
"Kasih bgitu dulu, 1.bikin prioritas susah atributny gak efisien 2.ada frekuensi susah dpt order 3.senyapsenyap gak keren 4.order msk apk mlh lemot 5.orderan jauh msk lelang pas deket ngiles Mulu bisa jdi gak msk tawaran sama sekali.","Negatif"
"Bnr baik , ngabisin kuota orang krna update trz Orderan jdi tambah susah","Negatif"
"Bagus","Positif"
"Aplikasi gada perubahan dari dulu muncul,nyusain driver.gada bonus kaya aplikasi sebelah","Negatif"
"kemana aja jadi aman","Positif"
"Apk terburuk untuk driver di bit tidak dapat muter muter muter","Negatif"
"mantap","Positif"
"Woiy apk...... Kenapa sekarang sistem ya semakin lambat... Sering gangguan disaat rame orderan..... Biar tau aku...","Negatif"
"Mantabh","Positif"
"sangat baik","Positif"
"Aplikasi rusak,MOD merajalela","Negatif"
"Ok","Positif"
"Ok","Positif"
"pembuat aplikasi mantan maling, harga tipis banget, potongan 20%, kalo cancel order baru 1 detik dipotong pula. sadis beneran ga mau rugi dia pikir kalo udah masuk orderan yauda lu bayar gw gitu kali maksudnya. aplikasi anjingggg","Negatif"
"Ok","Positif"
"Tolong tindak yang pakai MOD","Positif"
"Sangat membantu transpotasi menyenangkan sangat sangat bagus","Positif"
"keren","Positif"
"Pake aplikasi original ga pernah masuk orderannya..kalo bisa saran saya..auto bidt Doong kaya tetangga sebelah..jadi aplikasinya kga ada yang pake mood..payah nte..","Negatif"
"Keereen","Positif"
"mantap","Positif"
"Biasanya normal. Hari ini pesan mobil, map nya error. Padahal driver sudah mendekati titik jemput, tp di map malah menjauh, bahkan sampai saat sudah di mobil pun, map user masih error seolah blm dijemput","Netral"
"lancar terus donggg","Positif"
"Hallo indrive, saya harap segera melakukan evaluasi jarak minimal dan maksimal antara calon customer dan driver, sehingga tidak semua calon customer nampil di layar driver. Karena jarak jemput yang ter amat jauh, sering menyebabkan pembatalan oleh customer. Saran saya jarak jemput yang bisa tampil di layar driver tidak lebih dari 3 km. Terimakasih","Negatif"
"Indriver makin mantap n makin sunyi oderan y","Negatif"
"Mohon di perhatikan driver driver yang menggunakan aplikasi tambahan dan mod Mohon diberi sanksi","Netral"
"Halo adakah kantor indriver di medan atau nomor cs nya kalo ada tolong kabarin saya. Karna akun driver saya bermasalah di skck nya saya punya akun driver dari Grab dan udah saya upload tapi tetap gagal dan keternagan nya akun terdesebut rekayasa atau editan padahal itu akun pertama saya darftar sebagai mitra indriver Mohon di bantu","Negatif"
"Mapnya Untuk Driver Ditingkatkan Lagi. Terlalu kecil. Menyulitkan driver mencari lokasi.","Netral"
"Sangat membantu sekali.","Positif"
"mantap","Positif"
"best","Positif"
"Gini amat nyari duit,masak gw ngmbil order,tapi orderan gw d cancel dr costumer,trus saldo gw kepotong,ga masuk akal,yang bner ajaaa,kalo gini bnyak oknum yng nyari kerjaan buat orderan fiktif,tlong itu d perbaiki","Negatif"
"Saya udah hampir 6 bulan...masa 3 orderan di dapet..jemput nya selalu yg jauh seperti yg dekat buat yg pake mood..sama yang sudah beli atribut..gimana saya mo beli atribut kalau orderan nya gak di kasih..trus orderan jauh gak bisa di ambil..apa karena takut draiver mines dan gak topup..gimana sih","Negatif"
"Indriver sekarang sistemnya gk becus tutup aja bagusan","Negatif"
"Tpi knp saya tak bisa dolot","Positif"
"Setelah di update ko malah ga di hitung setiap perjalanan..stuck pada jumlah yg sebelumnya.. padahal hampir tiap hari terima orderan..jd menurun performa nya gara gara ga di hitung order selesai","Netral"
"inD. KEREN","Positif"
"Hanya masukan....untuk wilayah yg sepi order / pengguna apk sidikit harus nya auto bid ..wilayah yg bnyak order nyocol...","Negatif"
"Aq sudah 2,5thn jadi driver jaket pun gk dapat malah aq sebelah driver baru akunq gk ada notif orderan. Gila kalian parah pemula diprioritaskan semoga aja mati aja aplikasi nya","Negatif"
"semenjak update critical,dapet orderan susah meskipun jarak 50meter,dan kenapa status perjalanan tidak bertambah.tapi ulasan nya bertambah..tolong diperbaiki lagi...","Negatif"
"pengemudi ramah, komunikatif","Positif"
"Tambah di update malah tmbh amburadul","Positif"
"Stelah critical update..sistem indrive malah jadi berantakan..masih lebih bagus yg sebelumnya..saldo auto kepotong saat Cs batalkan pesanan..itu pun lama pengembalian dana'y..peringkat mendadak turun..makin maraknya orderan fiktif.. Mohon tim iT indrive untuk menindaklanjuti masalah ini..trimakasih","Negatif"
"Aplikasi semakin payah,bobrok,rusak dll. Aplikasi di utak atik kagak jelas,makin kesini makin kesana,rusak dah pokoknya.orderan yang nongol kebanyakan jarak 4-10 KM, niat ingin membasmi mod/bot,yang ori kena imbasnya.Sudah pasrah saja sama keadaan, jangan memaksakan yang merugikan pihak Mitra driver InDrive,aplikasi InDrive masih kalah dengan si kuning ðŸŸ¡,atau aplikasi kalian gak jauh beda dengan aplikasi kurir orange ðŸŸ  burung walet,sudah lelang+hancur pula.","Negatif"
"Cs nya blm byk.. driver kesulitan","Negatif"
"mantap bang","Positif"
"Saya Mau Nanyak Nih Min Kantor Indriver Di Indonesia Di Mana Iya Alamat Nya Apakah Driver/Penumpang nya dpt Asuransi gk Pas Kecelakan Soalnya Banyak Saya Lihat tuh di lapangan Driver Indriver Kecelakan Dan Si Driver Bingung Mau Melaporkan Ke Mana Kan Bawasan Nya indriver Belum Ada Kantor Di Indonesia","Negatif"
"Bintang dlu bo#","Positif"
"bagus","Positif"
"awalnya saya ragu mau download inDrive akan tetapi setelah saya pakai ternyata sangat membantu dan driveny juga bisa kita pilih serta ongkosnya bisa kita kurangin dari jumlah yg di tentukan terimakasih semoga sukses selalu ya inDriveðŸ™‡â€â™€ï¸ðŸ¥³ðŸ¥°","Positif"
"Jarak 1km, ketika di cocol jadi 3km","Positif"
"Indriver tolong tertib kan driver yg pakai mod","Negatif"
"aplikasi kacau....d layar tawaran order 2,1 Km ternyata d google map 6 Km.... Algoritma tolol....!!!!....IT nya Tolol....!!! hari gini masih coba2 coding....SDM nya grounded saja.....!!!","Negatif"
"Percuma malah sama driver pakai mod, auto cliker masalah orderan. Nasib para driver pemula. Dan juga konsumen terlalu pemilih, masa motor matic yang dicari ketimbang motor manual. Payah ini aplikasi dari awal daftar sampai saat ini tidak pernah dapat orderan padahal sudah deposit 25 ribu, BALIKAN UANG SAYA ADMIN INDRIVER. Dan cukup tahu saja. Bye uninstall ini aplikasi gak bermanfaat dan tidak ramah buat pengguna baru aplikasi driver indriver. TIDAK REKOMENDASI INI APLIKASI LEBIH BAIK JGN INSTAL","Negatif"
"makin merajalela mod mod itu....apa gak bisa dihapuskan mod mod itu bagaima nya indriver...kok makin hari makin hancur sudah..tetap bintang satu.. kalau bisa bintang setengh","Negatif"
"untuk kurier juga lumayan tetapi ada beberapa masalah sudah sampai dilokasi barang tidak bisa diangkut kebesaran otomatis kita cancell tetapi beberapa menit lagi nonggol orderan yang saat itu kita batalkan terjadilah Suspen tolong di pahami driver sama pengambilan sama artinya driver tetap dirugikan","Positif"
"Kenapa ya setelah di update malah jadi delay banget? Kadang pas klik terima stuck loading muter2 aja sampai ga dpt customer nya. Jadi tambah berat aplikasi nya","Positif"
"Jadilah driver jujur tanpa aplikasi tambahan.. cari duit halal untuk keluarga","Negatif"
"lebih menguntungkan sebelah pihak","Negatif"
"Tolong ditingkatkan aplikasi bnyk driver"" yg curang pke mod/nitikin Kita yg murni planga plongo doang pdhl jarak sudah dekat seklai","Negatif"
"APLIKASI PENIPU, SAYA SUDAH IKUTI ALUR NYA UNTUK JADI PRIORITAS MALAH DIBILANG EDITAN FAKTUR SAYA YANG DI BELI DI SHOPEE, DITUNGGU 1 BULAN MALAH KAYA GINI JAWABAN NYA, PENIPU JANGAN PAKE INDRIVE","Negatif"
"murah banget,lagi banyak promo","Positif"
"Terlalu banyak tuyul","Negatif"
"Tidak bisa memakai jaringan wifi harus dengan data seluler terus..","Negatif"
"pendaftaran drivernya buka aja teruss ternak sampe numpuk haha","Negatif"
"Munbantu yang orang meskin","Positif"
"Saya mau tanya untuk aplikasi indrivernya , sekarang kok mau cari UID driverny tidak ketemu ya? Padahal dulu ada di menu pembayaran, sekarang cek ny dimana?","Positif"
"sangat membantu","Positif"
"Ini kenapa setiap saya ada di tanggerang selatan malah ga ada layanan motor ya? Makin ngaco. Dulu sebelum update aman2 aja.","Negatif"
"Setelah update kok menu profil saya tidak muncul dan nomor UID tidak ada","Positif"
"Kalo bisa fitur chat WhatsApp di adakan lagi,soalnya bingung,kadang cs tidak bisa dihubungi via chat dan panggilan di aplikasi,","Positif"
"Fitur edit argonya Driver di hilang kan sedangkan CS seenaknya ngedit argo","Positif"
"Kenapa yang pakai bot/mod atau apalah tidak langsung di banned permanen Sangat merugikan customer Ini membuat customer perpindah ke aplikasi lain Penjemputan di aplikasi yang seharusnya dekat malah jauh Customer sering terlambat kerja karena pakai indrive Mending pakai yang lain kalau gini Kalau dalam bulan ini belum di banned akun yang pakai mod Mending saya pakai aplikasi lain saja dari pada terlambat setiap hari Dan mngkin mod itu d bwt kompetitor lain agr cust tdk pakai indrive lagi","Negatif"
"Update terus dengan Pagi2 , penumpang dnk uninstal sudah mau aktifitas , mau order Idak bisa karna update saat jam sibuk ðŸ¤¦","Netral"
"nyaman banget di indrive guys","Positif"
"Kenapa aplikasi setelah di update malah sering buffering loading terus ikut lelang orderan gak bisa mau isi saldo juga gak bisa padahal paket data gal ngalamin masalah kalau kayak gini gimana mau bisa narik. TOLONG DI PERBAIKI LAGI APLIKASI NYA ðŸ˜¡ðŸ˜¡ðŸ˜¡","Negatif"
"hadeuh makin bobrok aja. dari prioritas skg hilang. sekarang dari veteran bisa turun jadi amatir. hadeuh skalian ratakan aja autobid dari pd perbaikan terus gajelas. customer bnyk yg pindah jadinya krn sering eror !!","Negatif"
"Doyan error","Negatif"
"Update sekarang semakin rusak sistemnya dan sistem bagi hasilnya juga gk sepadan dengan peraturan pemerintah indriver makin bobrok","Negatif"
"Apa2an ini saya sering dapat order di sini sekarang update mlh kacau ....kmbalikan seperti kmaren kalo gk bisa ini mlh sepi peminat ...saran dari saya ...","Netral"
"Maps di indrive kacau balau, order dekat( penumpang sdh di depan mata) malah muncul pilihan waktu paling dekat 3 menit. Alhasil sdh diambil driver lain yg malah jauh!!! Update terus tapi malah kacau ni aplikasi. Menyedihkan","Negatif"
"Halo inDriver saya mau login ga bisaya totong di bantu","Positif"
"Bagus.. Cuman untuk ""BID"" nya suka heran. Saya Coba Buat Tawaran Dan Saya Liat Akun Saya Ada di Peringkat 6 Terus. Padahal Berdekatan... Sedangkan Yang Jaraknya +500M ada di list 1-5. ðŸ˜‚","Positif"
"Apk yang sangat membantu. Keren","Positif"
"sangat bagus aplikasi ini","Positif"
"tiba tepat waktu","Positif"
"Mapnya perlu diperhatikan lagi pengemudinya lama bgt sering nyasar2 GK jelas lokasi Deket tp malah pilih jalan lebih jauh","Negatif"
"Bissmillah aja lah","Positif"
"Sangat bagus skl ,murah","Positif"
"Baik","Positif"
"Buruk, sistem bobrok","Negatif"
"Cepat Tanggap","Positif"
"standar harga yg di tawarkan terjangkau dan banyak pilihan serta sangat transparan..tks","Positif"
"Tarifnya sangat bagus dalam arti menerapkan tarif yang manusiawi.","Positif"
"Apk kok makin ngelag2 mau nge order setelah update","Negatif"
"Makin di update makin lama muncul lagi argo 10 ribu..hadeuhhh dikata beli bensin pake kencing,udah gthu penumpang yg cancel saldo driver yg ditahan...aplikasi malah buat driver kesusahan.","Negatif"
"ðŸ‘","Positif"
"Loading Mulu kagak selesai-selesai, menjengkelkan...!!!","Negatif"
"Leg terus padahal jaringan udah stabil perbaiki lagi dong sistem nya","Negatif"
"Gimana driver mau kebagian order merata,,, penggunaan applikasi ilegal nya kacau parah, order jarak 200m aja cuma numpang lewat, ga sempet masuk lelang udah ilang orderan nya, entah tim IT nya gatau atau pura2 gatau perihal penggunaan MOD (applikasi ilegal), tolong lebih diperhatikan lagi, biar orderan bisa lebih merata untuk driver,,,","Negatif"
"Tolong ditingkatkan performa pelayanan baik pelanggan maupun pengemudi, saya mengajukan akun prioritas saja selama 1 bulan gak ada tanggapan sama sekali, kita beli pakai uang, tolong dipercepat pelayanan nya, kami beli atribut bulan minta, tau kaya gini gak bakalan beli atribut nua","Netral"
"2 bulan belakangan aplikasi sudah tambah familiar customer makin bertambah artinya sebagai mitra dari aplikasi indrive tentunya makin puas dan keluarga juga senang karena nilai yg dibawa ke keluarga makin bertambah jumlahnya ðŸ‘ðŸ‘ðŸ‘","Positif"
"Ok","Positif"
"sangat baik","Positif"
"makin kacau indriver. masa jarak 5km di apk nya 2km. trus yg jarak deket banget cuma 10meteran gak bunyi gak ad informasi tiba tiba langsung ilang tuh orderan. riwayat perjalanan juga gk nambah padahal udah 1200 lebih tapi masih tetap 1116.","Negatif"
"Waktu itu sy disuruh beli atribut helm dan jaket disitu tertera disuruh tgl sekian dan jam sekian pas sy sudah ikuti prosedur kok barang tetap habis .. lalu sy chat dishopee ga pernah dibales .. tolong jelaskan min","Netral"
"Ayo berantas MOD dan BOT","Positif"
"Bunyi tapi di buka order gak keliatan","Negatif"
"Saya tunggu aplikasi anda seperti apk grab dan GOJEK ok......biar bisa dapat penumpang....kalau masih tetap aja ya maap saya buat screensaver aja order masuknya....lumayan bagus kok","Negatif"
"Min ko belum diverifikasi ya .akun saya udh lebih dari 4 jam","Positif"
"System sekarang adalah system paling buruk, akun veteran seperti disamakan seperti akun master, veteran seperti dikambing butakan oleh pihak indrive, veteran sudah tidak dihargai oleh indrive, rating tidak berpengaruh apapun, tolong hapus rating jika alhasil rating tidak berguna sama sekali, sia sia perjuangan kami dari mulai awal ongkos 7000, naik menjadi ke 10000 dan sekarang 9000, sekarang semakin kacau. Semakin tinggi peringkat semakin buruk juga dalam hal mencari orderan berbanding terbalik","Negatif"
"Susah dapat orderan kakap Selalu didahului yg lain","Negatif"
"Setelah update versi terbaru report orderan perjalanan tidak bertambah yang bertambah hanya report comennt cs. Tolong di percepat sistem perbaikan apknya. Banyak sekali buffer yang terjadi pada versi terbaru ini di masing2 area wilayah drivers.","Positif"
"Jijik Banget pake apk Ini asli...Bikin akun sebagai driver aja ribet ngga harus pake skck...nyari nya driver driver yang udah terkenal doang yang bisa daftar dah...mana bisa w daftar ...pendaftaran kun gojek aja sudah di tutup susah daftarnya grab juga...lah ini apk barunumpang nyari drivernya yang punya akun itu doang ....dah...kalo mau yang lain harus pake SKCK lah Gw yang SKCK nya mati ngga bisa daftar ....dah...hanya buat daftar in driver saja harus perpanjang skck dari ujung ke ujung.Ogah","Negatif"
"Percuma tak pernah ikut lelangan padahal jarak dekat","Negatif"
"Saya baru coba indrive. Semoga lancar jaya","Positif"
"Tolong tindaklanjuti donk yang pake mod","Negatif"
"Malah ga bisa login .. Gimana si?","Negatif"
"Ok","Positif"
"Persi baru makin gak jelas......! Masa penumpang yang membatalkan oderan saldo kita ikut kepotong,, oderan gk dapat saldo yang ada makin habis.. di perbarui bukannya lebih baik malah makin hancuuuur.....ðŸ˜­ðŸ˜­ðŸ˜­","Negatif"
"Apakah indriver ada masalah","Positif"
"Bagus","Positif"
"Update udh ke 3 kalinya trip masih blm jalan, pegimane sih katanya memperbaiki bug, bug apaan yg diperbaiki kek sama aja gini gini aja.........","Negatif"
"Mohon lebih ditingkatkan keamanan bagi kami sbg indriver Krn saat ini banyak akun penumpang palsu yg order pakai nomor luar negeri sampai akun pengemudi indrever kami terblokir pdhl kami TDK pakai aplikasi tambahan lain ðŸ™ðŸ™ðŸ™","Positif"
"Mantap","Positif"
"masnya ramah ,ganteng ,wangi","Positif"
"Makin berantakan ,,,","Negatif"
"Banyak pengguna yg memakai mod, aplikasi bawaan jd sering tak mendapat order","Positif"
"Tolong di perbaiki jika ada Notifikasi Order, jangan terlalu jauh, Notifikasi Order itu yg jarak terdekat dengan Driver. Setelah saya ikuti petunjuk yg anda perintahkan, masih tidak ada perubahan, masih tetap seperti itu, segera di perbaiki sistem nya","Negatif"
"Mohon diperbaiki segala jenis teknis, terutama kedisiplinan drivernya. 1. Plat nomor aktual sering kali tidak sesuai dengan aplikasi. 2. Driver tidak provide helm untuk penumpang. 3. Driver yang minta cancel tapi tidak mau cancel di aplikasi, lalu menyelesaikan trip (padahal penumpang tidak diantarkan)","Positif"
"apk sampah","Negatif"
"Aplikator aneh , makin di update malah makin parah , bukan nya bagus kualitasnya malah ancur se ancur2nya kualitas aplikator nya ... Loading trs ..","Negatif"
"Min indrive knapa gabisa mode online. Dan mau top up saldo juga gabisa masuk ke menu tambah saldo. Tolong pencerahanya","Negatif"
"kenapa saya mau login gak bisa terus kak?","Positif"
"pengemudi ramah & mengantar tepat waktu...ðŸ‘ðŸ™","Positif"
"Pesan di titik lain malah mncl di lokasi sndri mau matiin lokasi gak bisa","Negatif"
"Kalau ada update dalam 1 bulan cukup 1 kali atau 2 kali, karena update membutuhkan quota. Tawar otomatis kadang-kadang berfungsi dan tidak tidak berfungsi","Positif"
"Aplikasi butut, bubar aja lu","Negatif"
"APLIKASI GA JELAS!!!! TUKANG MALINGIN SALDO DRIVER!!!!!","Negatif"
"update mulu,bug gapernah dibenerin,bug perjalanan ga nambah udah sebulan lebih,masih banyak bug lainnya yg merugikan driver","Negatif"
"bayar lebih murah, bisa memilih pengemudi dengan bebas","Positif"
"Order makin sulit","Negatif"
"Setiap nyocol kalah terus (order tidak aktif lah, order sudah kadaluwarsa lah, order ditolak lah, order sudah ada penerima lah). Jarak 200 meteran mash gk kena juga. Bingung ama ini apk. Dah beberapa hari gk prnh dpt orderan.","Negatif"
"Aplikasi model baru jelek gak usah so ganti versi baru kalau belum bisa lebih baik dari sebelumnya","Negatif"
"Mengapa saldo akun setelah di top-up melalui mandiri virtual account dan OVO, tidak masuk ke akun driver, tolong penjelasan dan arahannya kak. Terimakasih ðŸ™","Netral"
"Sampah ðŸ¥±","Negatif"
"inDrive pencuri atau maling dengan cara potong saldo driver nya yang sudah jelas itu Orderan Palsu","Negatif"
"Perjalanan masih tidak bertambah, sy sudah adukan beberapa hari yang lalu..","Negatif"
"Thanks You Tetap Ramah","Positif"
"apk bagus. murah dan cepat","Positif"
"Mode online nya ga bisa di gunakan ,,selalu kembali ke mode offline","Negatif"
"Pengemudinya banyak alasan. Lokasi suka tidak sesuai. Membingungkan banyak pelanggan dan driver","Negatif"
"Min bolehkah update jumlah pendapatannya,, kok gak nambah ya maksudnya jumlah perjalanannya..","Positif"
"Lokasi bandung kota Saran saya mending jangan ada prio dan jangan autobid soalnya banyak pake mood","Positif"
"Sayangnya motor diganti gambar mobil, yg berpotensi penumpang salah persepsi.","Positif"
"abis update makin sepi berat juga aplikasinya,yang biasa nya masih bisa di toleransi inimah gak bisa di toleransi efek nya ke driver dan penumpang","Negatif"
"Kasian para driver, orderan tidak otomatis","Negatif"
"Membantu bnggt","Positif"
"Mohon bantuannya untuk area surabaya di kasih fitur autobid dong Biar di jalan saat mengantar tidak klik"" handphone","Positif"
"Sangat bagus","Positif"
"Ok","Positif"
"Saya kurangi bintangnya,, gk pernah dpt orderan, selalu kalah sama yg pke auto clicker.","Negatif"
"Alhmdllh c aa nya ramah selamat sampai tujuan","Positif"
"Rusak, banyak yang gak bener, histori orderan pun gak naik","Negatif"
"tetap berikan yg terbaik&klo bisa harga lebih murah","Positif"
"Di apk, waktu nya cuma 1 menit, ketika dipesan ternyata driver jauh dari titik penjemputan, tolong di perbaiki","Negatif"
"Mantan","Positif"
"Ada bug di bagian jumlah orderan yang diselesaikan, tidak bertambah. Mohon dong diperbaiki.","Netral"
"akan mencoba mengambil bagian dri keberadaannya..","Positif"
"Lebih oke dan lebih murah","Positif"
"Tanpa sepengetahuan driver enak saja menaikan potongan saldo dri 5% skrg 11%....zolim","Negatif"
"Saran sy indrive itu jangan ada autobit..udah aja sistem cocol..kalau autobit k enakan d penumpang..ongkos murah kelakuan penumpang nya banyak gaya","Negatif"
"Kok motor nya nggak ada...","Negatif"
"driver jelek mah susah buat cari penumpang... argo murah aja lagu2an customer yang milih driver... 2 ijo yang ikutin pergub aj ga gitu2 amat","Negatif"
"ramah","Positif"
"Stelah di Update penerimaan order jdi sangat susah, apa lgi penerimaan kurir suka eror","Netral"
"Keren","Positif"
"Ok lah","Positif"
"Eror terus mantap","Negatif"
"sukses selalu, tetap dengan pelayanany baik","Positif"
"Tampilan aplikasi di map, logo ny mobil, saya kan driver motor","Positif"
"Parah...","Negatif"
"Lebih dikembangkan lagi tawaran otomasihnya kalau boleh sampai jarang 1.5km - 2km supaya yang masih pakai driver bot & mod beralih ke apk ori.","Positif"
