"ulasan","pfm+","pfm-","psn+","psn-","byr+","byr-","ftr+","ftr-","tpl+","tpl-","umu+","umu-"
"Saran aja mending gausah pake Aplikasi buat pesen tiket! Skrg apk nya malah makin ribet! Lemot juga udh d update makin gajelas masukin nmr hp aja loading trs muter sampe sejam Klo dibilang transportasi nyaman&murah dan ga bikin macet emg iya ,tpi liat skrg bnyak kendala klo lg urgent apa"" susah malah diribetin.","0","1","0","1","0","0","0","0","0","0","0","0"
"Tidak bersahabat dengan pemburu goshow, terlalu lemot. Keburu habis tiketnya","0","1","0","1","0","0","0","0","0","0","0","0"
"Apk nya cacad aku jadi ga bisa pulang","0","1","0","0","0","0","0","0","0","0","0","0"
"Saya beli tiket 1 tapi koo bayarnya dobel ?????, Saya isi saldo Kai pay 30 rb, harga tiket kereta api lokal 12.000 , saya beli tiket untuk 1 orng saja.. kok tiba"" saldo saya tinggal 6.000 ???? Kok pembayaran bisa dobel begituu, tolonggg pihak KAI kejelasaannya","0","0","0","1","0","1","0","0","0","0","0","0"
"Lemooooooooooooottttttt bangettttttttt,,setiap mau buka loadingnya lama padahal jaringan sudah bangus terus aplikasinya harus upgrade. Setiap mau buka harus masukin otp nya entah lewat email/sms,,padahal sebelum nya pernah kasih otp,,","0","0","0","1","0","0","0","0","0","0","0","1"
"Setelah Saya update, nggak bisa buka sama sekali hanya warna sampul saja","0","1","0","0","0","0","0","0","0","0","0","0"
"Super lelet asli lelet sedunia","0","1","0","0","0","0","0","0","0","0","0","0"
"Setiap mau mengubah no tlpon selalu gagal, dan akan upgrade ke member clasic slalu tidak bisaa....malah anaeh aplikasi baru jdi menyulitkan jatuhnya.","0","1","0","0","0","0","0","0","0","0","0","0"
"Mantappppppp","1","0","0","0","0","0","0","0","0","0","0","0"
"Apk load.","0","1","0","0","0","0","0","0","0","0","0","0"
"Aplikasinya makin ribet,lebih simple versi lama.Aplikasinya tambah lambat.","0","1","0","0","0","0","0","0","0","0","0","0"
"Proses pemesanan dan pembayaran cepat dan mudah","0","1","0","0","0","0","0","0","0","0","0","0"
"Aplikasi yang baru lemot parah","0","1","0","0","0","0","0","0","0","0","0","0"
"Beberapa hari terakhir jadi lambat banget proses pembayaran sama cek tiketnya, bisa sampai makan waktu 30 sampe 40 menit cuman utk beli tiket, sama 10 menit cmn buat buka e-tiket untung saya masih ke kejar keretanya","0","1","0","0","0","1","0","0","0","0","0","0"
"Setelah update saya tidak bisa masuk aplikasi, kalau memang masih perlu waktu development aplikasi jangan di release dahulu, pakai otp maupun email tetap belum bisa masuk ke aplikasi","0","1","0","0","0","0","0","0","0","0","0","0"
"Setelah update kok malah jadi busuk... Kembalikan ignatua jonan untuk reformasi KAI. Pejabat sekarang gak bisa kerja ya","0","1","0","0","0","0","0","0","0","0","0","0"
"lancar darimana nya, coba login sendiri deh","0","1","0","0","0","0","0","0","0","0","0","0"
"Kok sekarang malah jadi lemot aneh KAI access di uprgred malah makin parah..","0","1","0","0","0","0","0","0","0","0","0","0"
"Knp saya jadi tdk bisa memilih kursi? Btw saya pakai kereta antar kota","0","1","0","1","0","0","0","0","0","0","0","0"
"Verry good","1","0","0","0","0","0","0","0","0","0","0","0"
"kenapa kualitasnya menurun padahal baru di update, saya mau pesan tiket ini mohon segera di perbaiki, saya dari tadi mau pesen kok ga bisa bisa","0","1","0","1","0","0","0","0","0","0","0","0"
"Tampilan yg sekarang bagus dan mudah, sangat nyaman","0","0","0","0","0","0","0","0","1","0","0","0"
"Menurut ku nyebelin ya di saat lg promo tp server nge down jd gak bsa masuk","0","1","0","0","0","0","0","0","0","0","0","0"
"Lemot tidak bisa masuk padahal sedang mepet waktu naik kereta.....","0","1","0","1","0","0","0","0","0","0","0","0"
"TOLONGGGGGGGGG kecepatan aplikasinya ditingkatkan, jangan kayak sekarang masih lemot bangetttt","0","1","0","0","0","0","0","0","0","0","0","0"
"Nggak jelas banget ni aplikasi, ketika di masukan email data nggak kedeteksi, padahal dulu udah daftat dan sering makai juga, tiba2 setelah di perbaharui data tidak terdeteksi oleh sistemnya. Udah tampilan biasa aja bermasalah pula, udah coba install ulang tetap aja kayak gitu. Bagusan yang sebelumnya, karena yang sekarang lebih ribet pula mesan tiketnya.","0","1","0","1","0","0","0","0","0","0","0","0"
"setelah tampilan di ganti otomatis,,knp ga bisa di bka ya,,utk tiket yg sudah saya pesan bln september tdk bisa di lihat kode boking nya,,mohon solusi nya","0","1","0","1","0","0","0","0","0","0","0","0"
"Setelah update yang terbaru tampilan oke, tapi kualitas menurun banget. Load lama pas buka app, atau pas mencet menu, pas mau ke pembayaran juga load lama banget, pembayarannya sempet gagal. Kita butuh cepet, simple, dan mudah. Ga butuh yang tampilan modern banget atau ala ala anak muda tapi performanya kurang gini apalagi buat yang kebutuhannya setiap hari.","0","1","0","1","0","0","0","0","0","0","0","0"
"Secara tampilan oke, masalah sistem jauh sama yang lama. Lemot banget min, kukira jaringan yg lemot ternyata bukan sampe restart hp berkali-kali Mau pesen malah jadi seribet ini. Mending yang lama","0","1","0","0","0","0","0","0","0","0","0","0"
"lebih buruk dari aplikasi sebelumnya, aplikasi baru walaupun tampilannya bagus, tapi sangat lamban dan sering error, kita yang butuh tiket cepat jd terhambat.","0","1","0","1","0","0","0","0","0","0","0","0"
"semenjak update jadi berat tampilan ui juga ga nyaman","0","1","0","0","0","0","0","0","0","0","0","0"
"Setelah update jadi lemot, untuk buka aplikasinya aja lamaa bgt, tampilan antarmukanya bagusan yang sebelumnya. Tolong di perbaiki","0","1","0","0","0","0","0","0","0","0","0","0"
"Tampilan baru malah semakin buruk..semakin lemot!","0","1","0","0","0","0","0","0","0","0","0","0"
"Menyebalkan, tampilan terbaru aplikasi jelek. Tiba2 log out, mau log in lagi susah, sudah dua kali instal ulang","0","1","0","0","0","0","0","0","0","0","0","0"
"aplikasi gajelas, udah bener kemaren, malah update, masuk kaga bisa, otp ga keluar keluar. bagus sih bagus tampilannya, tpi klo akun gbisa masuk buat apa?","0","1","0","0","0","0","0","0","0","0","0","0"
"Jadi ga ramah tampilan user interface nya","0","0","0","0","0","0","0","0","0","1","0","0"
"tampilan baru kirain aplikasi tambah bagus eh ternyata makin jelek, ga bisa login lagi katanya idnum already exist, kalo kayak gini gimana mau pesan tiketnya lagi?jadi ga guna aplikasinya","0","0","0","1","0","0","0","0","0","0","0","0"
"Tampilan emang have fun and youth. Fasilitas lebih banyak tapi masih belum berfungsi. Tapi namanya jadi tidak spesial. Orang lebih mudah mencari KAI dari pada Access. Nama Kai Access lebih keren dan spesial menunjukkan identitas aplikasi pesan tiket kereta api. Lah kalo ACCESS ini maknanya apa? Revamp ya revamp. Tapi gak jadi lebih aneh gitu. Jadi inget bikin stasiun tapi lupa buat jalan akses. Kan aneh. Mmm mungkin mau buat kayak LIVIN by mandiri","0","1","0","1","0","0","0","0","1","0","0","0"
"Tampilan barunya malah bikin bingung","0","0","0","0","0","0","0","0","0","1","0","0"
"Tampilan Baru Dari KAI Access, Tampilan Yng User Frandly, Walau Masih Sedikit Bug, Semoga Dengan Tampilan Baru Lebih Satset dan Mudah Dalam Memesan Tiket, Dan Yang Paling Penting Banyak Metode Pembayrannya.","0","0","0","1","0","0","0","0","0","0","0","0"
"tampilan ok pemesanan cepat lgsung dapat","0","0","1","0","0","0","0","0","1","0","0","0"
"Lagi capek-capeknya idup liat ini tambah capek || Access by KAI Di update tampilannya malah bikin terkecohhðŸ˜®â€ðŸ’¨dikira masihh ada ternyata harus dibuka dulu biar bisa liat tiketnya masih ato uda abis ðŸ« lebih ribet ga sii menurutku ya.. Jangan di judge karna pendapat orang bedaÂ² ðŸ˜†","0","1","0","1","0","0","0","0","0","0","0","0"
"Update malah jadi gk jelas tampilanya. Logo tidak mencerminkan KAI(Kenapa yang digedin malah tulisan ACCESSnya daripada KAI ??). Tampilan pemilihan kereta jelek banget, ngikut2 OTA. Mending balikin yang lama aja kelihatan gede nama kereta & harganya.","0","1","0","0","0","0","0","0","0","0","0","0"
"Tampilan emang bagus. Tapi loading nya jadi lemot. Bagusan yang dulu min. Yang sekarang info makin lengkap tapi aplikasii makin lemot","0","1","0","0","0","0","0","0","0","0","0","0"
"Bagus sih ada beberapa bagian menu yg bukanya cepat. Tapi sering log out dan sulit masuk ke app lagi. Bahkan hari ini ter log out tp gak bisa log in lagi.Mungkin kedepannya ada opsi pembayaran Comuter selain pakai KAIPay. Mohon app nya segera diperbaiki.","0","1","0","0","0","0","1","0","0","0","0","0"
"Sudah update bukannya makin bagus malah jadi semakin membuat emosi, saat pembayaran menggunakan e wallet jadi susah sekali, password ovo yang saya punya tidak bisa muncul dan dikatakan pembayaran gagal padahal saya sudah update ovo, kesel banget.... Lebih bagus kai access versi lama..","0","1","0","0","0","1","0","0","0","0","0","0"
"Fitur KAI pay ada scan qr tapi tidak berfungsi apa apa, tidak bisa untuk pembayaran scan qr. Saya yang salah atau aplikasinya yang salah ya, padahal ads saldo lumayan disitu, sisa dari pembelian tiket.","0","0","0","1","0","0","0","1","0","0","0","0"
"Aplikasi nggk banget, secara dulu waktu untuk pembayaran selama 10 Menit. Sekarang setelah di Update bukannya malah membaik malahan sering terjadi error ketika akan melakukan pembayaran, bahkan untuk waktunya sekarang di persingkat hanya 30 detik. Tidak worth it bagi pengguna Hp yang di rasa dengan proses loading yang cukup lama... ðŸ˜ŠðŸ˜„","0","1","0","0","0","1","0","0","0","0","0","0"
"Setelah diperbarui aplikasinya jadi lemot dan tidak bisa dipakai, mau masuk akun saja susah sekali dan pesan tiket pun susah sekali, mau bayar pakai QRIS gaga terus karna kode tidak terdeteksi.","0","1","0","0","0","0","0","0","0","0","0","0"
"Udah satu jam lebih beli tiket tapi muter trus loding. Kalo loding pembayaran nya jangan kasih waktu.. ulang lagi ulang lagi waktu kadaluarsa karena loding","0","1","0","0","0","1","0","0","0","0","0","0"
"Apk sering error aneh udah update malah rasanya kayak downgrade sering tidak bisa pembayaran melalui qris sering gagal udak top up dana, link aja, ovo, tetep tidak bisa aneh banget qris nya sering gagal sampe uang habis cuma buat top up apk"" tersebut tatapi tidak berguna. Sama apk nya lemot banget badahal sinyal kenceng hp juga spek lumayan. Aneh banget dah apk nya","0","1","0","0","0","1","0","0","0","0","0","0"
"Setelah update aplikasi kok malah tambah lemot...saya udh pesan tiket kereta dan udh saya bayar lunas,tpi kenapa ga ada tiket yg keluar di aplikasi ny??? Coba saya cek di histori pemesanan malah zonk ga ada tiket muncul.. Tolong aplikasiny disempurnakan,uang saya udh terlanjur masuk soalny","0","1","0","1","0","0","0","0","0","0","0","0"
"Aplikasi jelek,udah isi saldo buat beli tiket, udah masuk ke pembayaran ,saldonya kosong tiketnya gak ada,gimana siii","0","1","0","0","0","1","0","0","0","0","0","0"
"Cara bayarnya yg ribet ,dulu tinggal byar di link sekarang yg ada cm ovo sama qris","0","1","0","0","0","1","0","0","0","0","0","0"
"Ini knp kok gak bisa bayar pake link aja","0","0","0","0","0","1","0","0","0","0","0","0"
"Setelah di upgrade jd susah mesen tiketnya, sering pesan dengan metode pembayaran link aja ,pdhl di hp udah terpasang aplikasinya tp disuruh download","0","1","0","1","0","1","0","0","0","0","0","0"
"Habis update malah tambah lemot banget, mau pembayaran gabisaÂ² Lebih enak aplikasi sebelum update Kai acces gak asik","0","1","0","0","0","1","0","0","0","0","0","0"
"Kesulitan untuk pembayaran via QRIS. Padahal aplikasi sebelum di-update aman tanpa kendala. Error.","0","0","0","0","0","1","0","0","0","0","0","0"
"Maaf untuk update terbaru malah jadi lemot baik itu mau masuk home dan pencarian tiket serta pembayaran. Dan saya ketika sudah pesan tapi ternyata ke cancel sendiri","0","1","0","0","0","1","0","0","0","0","0","0"
"Struk dilogo abis di upgrate malah ngebug terus , lola banget , sedih banget sekalinya udah bisa pas mau bayar gabisa","0","1","0","0","0","0","0","0","0","0","0","0"
"Setelah update, aplikasi sering bermasalah. (1) Tidak bisa login ke aplikasi setelah pengisian kode otp karena selalu loading sehingga harus menunggu di block 1 jam karena terlalu sering masukkan kode otp (2) ingin melakukan pembayaran melalui QRIS namun kode QRIS tidak kunjung muncul sehingga tidak bisa bayar tiket (3) jenis kelamin sudah diubah namun setelah direfresh kembali lagi ke jenis kelamin yang salah (tertukar antara laki dan perempuan) untuk semua penumpang.","0","1","0","1","0","1","0","0","0","0","0","0"
"Aplikasinya susah dibuka...masa mau pesan tiket aja sekarang jadi susah banget utk dibuka....klo orang lagi butuh cepat gk kepake banget deh ....soalnya saya mau order, tapi selalu gagal log in","0","1","0","0","0","1","0","0","0","0","0","0"
"Berusaha buat ga update new version kai access tp malah otomatis update. Kesel bgt aslikk, lebih mudah digunakan aplikasi yg lama. Aplikasi dgn update terbaru terlalu lemot, pesan tiket terlalu banyak langkah. Maaf kai access â­1 dulu.","0","1","0","0","0","0","0","0","0","0","0","0"
"waktu pemesanan habis terus, pembayaran terganggu, aplikasi lemot, gak bisa ganti kursi penumpang. niat bikin aplikasi apa gak sih ? . email yang saya kirim segera di cek, disitu ada video kendalanya. jangan merespon seperti bot. PESAN TIKET KA LOKAL EROR. TOLONG PERBAIKI","0","1","0","1","0","0","0","0","0","0","0","1"
"Aplikasi di perbaruhi malah kayak sampah, nomer gerbong gak kliatan kan malah bikin runyam.. padahal pas pesan ada aneh aneh.. ini orang IT dev BUMN kog gini amat mempekerjakan manusia wkwkwk","0","1","0","0","0","0","0","0","0","0","0","0"
"Makin lemot, tambah di upgrade malah gak bs pesan tiket","0","1","0","1","0","0","0","0","0","0","0","0"
"Aplikasi semakin lambat,pas pesan tiket malah tidak bisa alias ada kesalahan.klo udh pake hospot br bisa ,tetap susah di bagian pembayaran ,apk yg dulu bisa pake link skr cuma ovo,dulu bisa pake spay,skrg kaga bisa.bintang 1 .mending pake apk yg lama saja","0","1","0","0","0","1","0","0","0","0","0","0"
"Apliksh yang terbaru ini susa. Untuk pesan tiket,di cek kursi ada tapi pas di klik,gak bsa2 buat pesan. Tlong di perbaiki lagi.","0","1","0","1","0","0","0","0","0","0","0","0"
"Mohon maaf bertanya tidak bisa upgrade.mhn pencerahan..bgm ini malah tidak bisa pesan tiket","0","1","0","1","0","0","0","0","0","0","0","0"
"Update semakin susah buat pesan tiket.","0","1","0","1","0","0","0","0","0","0","0","0"
"Baru di update malah tambah kacau ,lemot sering bug, pesan tiket lokal belum pernah berhasil, yg ada ""pesanan sudah kadaluarsa harus pesan lagi "" Begitu seterusnya","0","1","0","1","0","0","0","0","0","0","0","0"
"Aneh...lemot...mempersulit... Jadi sulit mau pesan tiketnya","0","1","0","1","0","0","0","0","0","0","0","0"
"Setelah update malah seperti kurang simpel,kalau mau lihat tiket yg tersedia harus klik dulu karena yg tertera hanya harga terendahnya tp blm tentu harga itu yg tersedia padahal di versi sebelumnya kita tinggal scroll saja,isian stasiun hrs isi ulang lg setelah keluar padahal diaplikasi sebelumnya tdk hilang,untuk pilihan antarkota dan lokal harus klik back dulu padahal sebelumnya tinggal klik disebelahnya saja..untuk pesan tiket jd makin lama krn banyak yg hrs di klik..","0","1","0","1","0","0","0","0","0","0","0","0"
"Aplikasi kok rumit merepotkan, mau pesan tiket mesti upgrade member basic, diipgrade sdh legkap informasinya gagal trs!","0","1","0","1","0","0","0","0","0","0","0","0"
"Tampilan baru tapi kualitan buruk syekali ,mau masuk aja susah gimna mau mesen tiket .. Gimana sih ? Ini kan mau plg kerja susah mana gak bisa beli karcis langsung ribet bgt deh","0","1","0","1","0","0","0","0","0","0","0","0"
"MANTAP deh.....ðŸ˜ðŸ‘ðŸ‘ðŸ‘ Tampilan baru bikin senam jantung 1 jam loading, padahal 1 jam kedepan harus naik kereta Akhirnya aplikasi tidak bisa di buka, masih loading & bisa masuk sebutkan nama ðŸ˜ðŸ‘ keren bingitttt Terimakasih sudah bikin SENAM JANTUNG... MERDEKA","0","0","0","1","0","0","0","0","0","0","0","0"
"Waduh ko malah jadi lemot gini dengan tampilan baru, tolong cepat di perbaiki aplikasi Access by KAI nya pak Direktur, mau pesen tiket aja Gagal terus gimana ini bisa bisa ga bisa naek kereta berangkat kerjanya.","0","1","0","1","0","0","0","0","0","0","0","0"
"Ternyata tidak sepenuhnya memudahkan proses boarding, tetap diminta KTP untuk pengecekan. Apa gunanya kita mengisi data pribadi saat buat akun kalo hanya bikin ribet cek KTP? Aplikasi tidak berguna...ðŸ¥±ðŸ¥± Tambahan tampilan juga bikin ribet kalo mau pilih kereta, beda dengan aplikasi sebelumnya, jadi menyesal upgrade ke Access kaiðŸ¥±ðŸ¥±","0","1","0","0","0","0","0","0","0","1","0","1"
"Wahh tampilan nya sekarang ok banget. Cuma sayang metode pembayaran masih dibatasi kartu debit mandiri sama OVO. Mohon tambahin dong ewallet Gopay dan DANA. Terus debit BRI, Mandiri, sama BCA.","0","0","0","0","0","1","0","0","0","0","0","0"
"Sejauh ini mudah digunakan dengan tampilan access baru, tapi tolong diperbaiki tampilan kai antarkota ngga bisa diklik dibagian bawahnya krn tampilannya ngga full dan aplikasi sering berhenti sendiri, terima kasih atensinya, mohon segera dilakukan perbaikan sehingga bisa pesan tiket antarkota dgn mudahðŸ™","0","0","0","1","0","0","0","0","0","0","0","0"
"Ki diupdate tampilan e nyar apik2 lakok ra kenek dibuka pye to ki min","0","1","0","0","0","0","0","0","0","0","0","0"
"Update aplikasi kok malah jd bikin susah, tampilannya bikin pusing tambah repot lg scan barcode qris ga bs di download terus.. masa harus pake 2 hp.. kecewaaa ðŸ˜“ðŸ˜“","0","1","0","0","0","0","0","0","0","1","0","0"
"Bagus lebih cepat lebih baik","1","0","0","0","0","0","0","0","0","0","0","0"
"Tampilannya bagus, tapi saat mau masuk ke aplikasi lamanya mbuat emosi banget","0","1","0","0","0","0","0","0","1","0","0","0"
"mantaap","0","0","0","0","0","0","0","0","0","0","1","0"
"lebih buruk dari aplikasi sebelumnya, aplikasi baru walaupun tampilannya bagus, tapi sangat lamban dan sering error, kita yang butuh tiket cepat jd terhambat.","0","1","0","1","0","0","0","0","0","0","0","0"
"aplikasi buatan negri memang terbaik waktu buka aplikasinya juga cepet banget gak pakek loading terbaik emang buatan anak negeri","1","0","0","0","0","0","0","0","0","0","1","0"
"Ui ux elit, backend sulit","0","1","0","0","0","0","0","1","0","0","0","0"
"Ga bisa diapa""kan nih aplikasi wkwkwk.. buka aja syusah bagus penampilan, buruk dalamnya","0","1","0","0","0","0","0","1","1","0","0","1"
"Yang baru lucu tapi lemot parah.","0","1","0","0","0","0","0","0","1","0","0","0"
"Tampilan memang bagus setelah di update tetapi kulitas aplikasi lebih baik versi sebelumnya","0","1","0","0","0","0","0","0","1","0","0","0"
"Sangat baik","1","0","0","0","0","0","0","0","0","0","1","0"
"Kini Versi Terbaru Access By KAI Jauh Lebih Baik Daripada Versi Sebelumnya, Lebih Modern Dan Colorful, Saran Saya Tambahkan Beberapa Fitur Lain Dan Perbaiki Beberapa Bug Yang Masih Ada, Maju Terus KAI!!","0","0","0","0","0","0","0","1","0","0","0","0"
"Tampilan jadi semakin bagus. sebelum di Update sering Lemot, setelah di Update untuk akses ke semua Fitur lancar jaya. Fitur untuk Commuter Line lebih lancar dibandingkan via aplikasi C Acces.","0","1","0","0","0","0","0","0","0","0","0","1"
"pakai aplikasi sangat membantu banget bisa mesan tiket dari jauh hari ðŸ˜ŠðŸ˜ŠðŸ˜Š","1","0","0","0","0","0","0","0","0","0","1","0"
"alhamdulilah beberapa kali perjalanan pesan tiket lewat apk ini lancar jaya tanpa ada kendala apapun. Dan di loket cekin cukup menunjukkan barkot di tiket online aja tanpa perlu mencerak/print dulu. Semoga semakin sukses KAI","1","0","0","0","0","0","1","0","0","0","0","0"
"Kereen","0","0","0","0","0","0","0","0","0","0","1","0"
"Updateny bagus,tpi susah skrng dftr kaipayny, udah gitu byar pake kai juga susah","0","0","0","0","0","1","0","0","0","0","0","0"
"penyegaran UI/UX nya sngt membantu sekali, teruss tingkatkan pelayanan dan pengembangan aplikasi, selalu terima masukan dri user jadikan bahan evaluasi agar lbih baik lgi.","0","0","0","0","0","0","0","0","0","0","0","1"
"Kerenn","0","0","0","0","0","0","0","0","0","0","1","0"
"Memudahkan dalam traveling cepat juga pendukung buat yg suka travelling.","0","0","0","0","0","0","0","0","0","0","1","0"
"Aplikasi mudah digunakan,gak ribet mau ganti jadwal pembatalan tiket cukup lewat aplikasi.","0","0","0","0","0","0","0","0","0","0","1","0"
"Good","0","0","0","0","0","0","0","0","0","0","1","0"
"Dapat pesan tiket sambil rebahanðŸ˜‚ , mudah pilih kursi sesuai seleraðŸ˜€","0","0","0","0","0","0","0","0","0","0","1","0"
"Cepat,senyap,simpel......joooooooozzz berangkat..","0","0","0","0","0","0","0","0","0","0","1","0"
"Aplikasi Ini KerenðŸ¤© Jadi Lebih Mudah Deh Pesan Tiket Untuk Bepergian , Semangat Sahabat KAIðŸ¤©","0","0","0","0","0","0","0","0","1","0","1","0"
"ini sudah beli tiket, di cek di akun kai access menu tiket tidak muncul, eror terus, tp kalau mau pesan dan pembayaran lancar..aplikasi kocak","0","1","1","0","1","0","0","0","0","0","0","0"
"Oke kok aplikasinya, semoga semakin ditingkatkan.","0","0","0","0","0","0","0","0","0","0","1","0"
"Membantu sekali, manteb pokoknya","0","0","0","0","0","0","0","0","0","0","1","0"
"The bestâ™¥ðŸ™","0","0","0","0","0","0","0","0","0","0","1","0"
"Setelah update gak ada masalah, login aman, cek fitur lain aman, aplikasi nya lebih smooth. Padahal hpku kentang lho ðŸ¤£","1","0","0","0","0","0","1","0","1","0","1","0"
"Sudah sesuai harapan.","0","0","0","0","0","0","0","0","0","0","1","0"
"Aplikasi lebih ringan , dan mudah untuk digunakan ,juga penambahan fiturnya lengkap","1","0","0","0","0","0","1","0","0","0","1","0"
"Setelah update audah bisa aktivasi... Good job... ðŸ‘ðŸ‘","1","0","0","0","0","0","0","0","0","0","1","0"
"Update baru, memuaskan","1","0","0","0","0","0","0","0","0","0","1","0"
"Keren si ini, nyaman aplikasinya. Serig pesen tiket lewat pake aplikasi KAI acces","0","0","1","0","0","0","0","0","0","0","1","0"
"Mantap min, sudah bisa beli tiket commuter lewat kai acces makin mempermudah pengguna yeay, terimakasih ðŸ™ðŸ‘","0","0","1","0","0","0","0","0","0","0","1","0"
"Tampilan jauh lebih baik dengan fitur unggulan terbarunya yang menarik, thanks kai aplikasinya bagus dan lancar tdk ada trouble","1","0","0","0","0","0","1","0","1","0","0","0"
"Thanks tampilan baru lebih intuitif","0","0","0","0","0","0","0","0","1","0","0","0"
"Lebih mudah memakai aplikasi ini untuk pergi jauh dan tidak perlu repot2 ngntri lbh cepat jg","0","0","0","0","0","0","0","0","0","0","1","0"
"Sepertinya ada yang keliru dalam pengaturan batas waktu pembayaran, Ketika akan melakukan pembayaran menggunakan KAI pay maupun QRIS LinkAja batas waktu pembayaran yang tertera 00:-51:00 sehingga memunculkan notifikasi error 'kadaluwarsa, waktu pemesanan anda telah habis' langsung setelah kami klik 'bayar' Mohon segera diperbaiki","0","1","0","0","0","0","0","0","0","0","0","0"
"Beli tiket KRL jangan cuma pakai KAI Pay dong, lebih baik pakai QRIS yang bisa semua bank, jadi nggak perlu top up ewallet baru lagi","0","1","0","0","0","0","0","0","0","0","0","0"
"Terpercaya","0","0","0","0","0","0","0","0","0","0","1","0"
"Bagus lancar.","0","0","0","0","0","0","0","0","0","0","1","0"
"KAI PANCEN OKE...","0","0","0","0","0","0","0","0","0","0","1","0"
"Cukup membantu dalam mencari informasi mengenai jadwal KA dan promo","0","0","0","0","0","0","1","0","0","0","1","0"
"Terimakasih apk nya sangat membantu ðŸ¤©","0","0","0","0","0","0","0","0","0","0","1","0"
"Bagus lancar dan pemuda kita untuk pesan tiket","0","0","1","0","0","0","0","0","0","0","1","0"
"Terima kasih, akhirnya bisa terupdate juga, tampilan UI nya mengkeren dari sebelumnya ðŸ‘","1","0","0","0","0","0","0","0","0","0","1","0"
"Aplikasinya sdh bagus hanya saja saat pilih kursi tdk akses pakai pembaca layar talk back buat tuna netra Kala pilih kursi masih bagus aplikasi lama tampilan pilih kursi tersedia atau terisinya","0","1","0","0","0","0","0","1","0","0","1","0"
"Sementara saya kasih bintang 2, apknya memang udah good nice. Akan tetapi saat pembayarannya rada ribet. Mohon dong E-wallet spt GoPay dan Dana diadakan dong, sehingga saat pembayarannya tidak ribet. Terus E-Banking, pada saat transaksi ada kendala juga. Mohon ditingkatkan layanannya, sehingga konsumen nyaman.","0","1","0","0","0","1","0","0","0","0","0","0"
"Update terbarunya keren makin simple dan satset udah ada semua","1","0","0","0","0","0","0","0","0","0","1","0"
"Memudahkan konsumen,menyingkat waktu","0","0","0","0","0","0","0","0","0","0","1","0"
"Sangat memudahkan alkamdulillah","0","0","0","0","0","0","0","0","0","0","1","0"
"Bagus nih, tampilan enak diliat, tapi di gua gak lemot kok tampilannya, enteng juga apk nya ga berat","1","0","0","0","0","0","0","0","1","0","1","0"
"Nicee","0","0","0","0","0","0","0","0","0","0","1","0"
"Solusi pembelian tiket kereta api yang mudah","0","0","0","0","1","0","0","0","0","0","0","0"
"Behhhhh mantap,kalo bisa ada fitur yang bisa ngecek jalur nya bisa kek stasiun apa ajah kaya,serang bisa jalur stasiun Cilegon,pasir putih dhh kek gitu lah","0","0","0","0","0","0","0","0","0","0","1","0"
"Sangat bermanfaat mudah sekali untuk memesan tiket kereta dibanding pake apk tiket online yang lain","0","0","1","0","0","0","0","0","0","0","1","0"
"Aplikasinya mempermudah dan bagus","0","0","0","0","0","0","0","0","1","0","1","0"
"Apk nya ngebantu bangettt apalagi kalo misalkan lagi butuh cepettt tiket kereta, ditambah lagi bisa order makanan via apk juga","1","0","0","0","0","0","1","0","0","0","0","0"
"kualitasnya lebih baik untuk baru di update, saya mau pesan tiket juga makin mudah sudah tidak eror dan lemot","1","0","0","0","0","0","0","0","0","0","1","0"
"Updetan versi terbaru bner2 makin bagus deh dah gaLemot banget, sanagat memudhakan daripada versi lama","1","0","0","0","0","0","0","0","0","0","1","0"
"Setelah diupdate , aplikasinya makin lancar ga lemot","1","0","0","0","0","0","0","0","0","0","0","0"
"Sejak diupdate malah makin mudah Aplikasinya ga lemot lagi. mudah sekali ketika cek tiket dan ketika menyelesaikan step by step setelah isi data penumpang. Update terbaru ini sangat membantu saya puas","1","0","0","0","0","0","1","0","0","0","1","0"
"baru tau kai access ada pembaruan. pas mau pesen tiket aplikasinya lancar banget","1","0","1","0","0","0","0","0","0","0","0","0"
"Mudah, lancar pembayarannya....yg tdk punya atm ,bisa melalui indomart,alfamart.....mantap","0","0","0","0","1","0","0","0","0","0","0","0"
"Setelah update palah makin baik.. Apk ringan lancar tidak lemot","1","0","0","0","0","0","0","0","0","0","0","0"
"Lancar bettt","0","0","0","0","0","0","0","0","0","0","1","0"
"Setelah update jadi mudah buat login, ga butuh waktu yang lama untuk login. Keren nih app terupdatenya","1","0","0","0","0","0","0","0","0","0","1","0"
"Makin di upgrade makin lancar pesen tiket juga makin mudah, tapilan nya juga lebih mordern suka bgt lebih fress","0","0","1","0","0","0","0","0","1","0","0","0"
"Abis tak update tampikan baru malah makin bagus dan jadi makin lancar, mw cari tiket juga gampang","1","0","0","0","0","0","0","0","1","0","0","0"
"Semakin memberikan kemudahan customer update an yg baru ini. Bintang 5 buat update an terbarunya kai udah ga lemot lagi jadi jos mantp is the best lancar jaya. Lebih suka aplikasi terbaru ini karena mudah dimengerti oleh customer/pengguna","1","0","0","0","0","0","1","0","0","0","0","0"
"Versi baru lebih ga lemot ... loadingnya ga pke lama buat akses masuk aplikasinya, pindah"" menu jg ga lemot","1","0","0","0","0","0","0","0","0","0","0","0"
"Sudah bagus fitur lama. Sekarang mau melakukan pemesanan tidak dapat mengakses terus.","0","1","0","1","0","0","0","0","0","0","0","0"
