"ulasan","label"
"Bagus sih ada beberapa bagian menu yg bukanya cepat. Tapi sering log out dan sulit masuk ke app lagi. Bahkan hari ini ter log out tp gak bisa log in lagi.Mungkin kedepannya ada opsi pembayaran Comuter selain pakai KAIPay. Mohon app nya segera diperbaiki.","Positif"
"Update besar2an aplikasi KAI semakin bagus, respon cepat dan UI keren. Cuma ada kekurangan yaitu metode pembayaran e wallet cuma ada opsi OVO, mungkin kedepan bisa ditambahkan wallet lain seperti gopay, shopeepay, dana atau virtual account.","Positif"
"Aplikasi SGT jelekkk.....bagusan yg kemarin mau msk pembayaran pakai ovo ngk bisa","Negatif"
"Sementara saya kasih bintang 2, apknya memang udah good nice. Akan tetapi saat pembayarannya rada ribet. Mohon dong E-wallet spt GoPay dan Dana diadakan dong, sehingga saat pembayarannya tidak ribet. Terus E-Banking, pada saat transaksi ada kendala juga. Mohon ditingkatkan layanannya, sehingga konsumen nyaman.","Positif"
"Setelah update jadi ga user friendly dan lebih ribet. Qris juga ga ke detect waktu bayar.","Negatif"
"Kualitas buruk, di akses gak bisa Sampai gak bisa masuk kereta garaÂ² aplikasi update gak jelas dikira gak beli tiket Gimana KAI klw gini, pembohongan publik Bukan masalah uang bayarnya tp sdh jauhÂ² hari pesan tiket malahan hangus & gak bisa berangkat pada hari itu jga Perlu di pertanggung jawabkan!!!","Negatif"
"Aplikasi yang baru ini susah. Enak yang lama. Dulu pakai link tinggal pencet. Sekarang tidak ada link susah buat bayarnya","Negatif"
"ini sudah beli tiket, di cek di akun kai access menu tiket tidak muncul, eror terus, tp kalau mau pesan dan pembayaran lancar..aplikasi kocak","Negatif"
"lebih buruk dari aplikasi sebelumnya, aplikasi baru walaupun tampilannya bagus, tapi sangat lamban dan sering error, kita yang butuh tiket cepat jd terhambat.","Negatif"
"Tampilan baru malah down grade, tiap buka aplikasi harus login ulang, fokus ajalah sama KA ga usah ikut aplikasi jualan tiket lainnya","Negatif"
"Aplikasi apaan ini kok makin gak jelas, makin parah lemot, tampilannya juga gak jelas","Negatif"
"Aplikasi dengan tampilan terbaru malah error. Gak bisa dibuka, padahal lagi buru2 pesan tiket. Parah banget sih.","Negatif"
"Heee kenapa setelah di update malah gabisa dibuka samsek ini aplikasinya?!!! Udah di logout juga masih aja gabisa dibuka. Mana pusing lagi tampilan nya warna warni. Di update harusnya makin bagus dong min, kalo belom siap kenapa harus ada update'n coba kan jadinya ganggu","Negatif"
"Kalo bisa milih mau tak ganti ke tampilan sebelumnya, ini malah tibaÂ² otomatis ke upgrade sendiri. ketika mau pesen tiketpun gak bisa atau emang loading sih.","Negatif"
"Update aplikasi kok malah jd bikin susah, tampilannya bikin pusing tambah repot lg scan barcode qris ga bs di download terus.. masa harus pake 2 hp.. kecewaaa ðŸ˜“ðŸ˜“","Negatif"
"Mending yang versi lama min simple, abis di update tampilannya jadi gaenak mana error mulu lagi","Negatif"
"Sejauh ini mudah digunakan dengan tampilan access baru, tapi tolong diperbaiki tampilan kai antarkota ngga bisa diklik dibagian bawahnya krn tampilannya ngga full dan aplikasi sering berhenti sendiri, terima kasih atensinya, mohon segera dilakukan perbaikan sehingga bisa pesan tiket antarkota dgn mudahðŸ™","Positif"
"tampilan baru kirain aplikasi tambah bagus eh ternyata makin jelek, ga bisa login lagi katanya idnum already exist, kalo kayak gini gimana mau pesan tiketnya lagi?jadi ga guna aplikasinya","Negatif"
"aplikasi gajelas, udah bener kemaren, malah update, masuk kaga bisa, otp ga keluar keluar. bagus sih bagus tampilannya, tpi klo akun gbisa masuk buat apa?","Negatif"
"Di hp saya tampilan masih sama kayak sebelumnya, mana katanya update???? Tampilan ga seperti gambar yg tertera di play store. Nah bintang 5, udah okel","Negatif"
"Update terbaru, tampilan terbaru,bukanya memperbaiki,malah mempersulit, tiket udah habis ngapain masih pada nongol.. lbh suka tampilan yg lama ,simpel dan tidak beribet","Negatif"
"Fitur menjadi lengkap namun sangat sulit untuk mengoprasikan. Fitur jadi tambah ribet gak efisien, masih enak apk sebelum update. Gak ada fitur filter nama kereta, tampilan jadi buruk banget, lemot banget, jadi gak fokus apk khusus KAI.","Negatif"
"Bagus nih, tampilan enak diliat dan enteng juga apk nya ga berat","Positif"
"Begitu buka aplikasinya layar blank. Semakin buruk tampilannya.","Negatif"
"Maaf saya dh download ulang tapi kok tampilane masih yang lama ya","Netral"
"setelah tampilan di ganti otomatis,,knp ga bisa di bka ya,,utk tiket yg sudah saya pesan bln september tdk bisa di lihat kode boking nya,,mohon solusi nya","Negatif"
"Otomatis terupdate, justru versi baru merepotkan, loading lama, harus verifikasi bolak balik. Mau pesan tiket jadi terkendala padahal saya PP kerja naik commuter. Bisa kembali ke versi lama saja jika pelanggan dirugikan spt ini. Jujur sangat kecewa","Negatif"
"Setelah update kok malah gabisa dibuka sama sekali yaaa kenapa ini padahal mau pesan","Negatif"
"Please perbaiki lagi secepatnya, setelah di update kemarin pagi aplikasi normal. Tapi mulai pagi ini buka aplikasi lama sekali & pas mau beli tiket juga ga keluar stasiun nya. Akhirnya saya kembalikan ke aplikasi yg lama tapi ternyata jadinya sama juga search stasiun ga keluar, mungkin server KAI BERMASALAH kah.... Di tunggu perbaikannya karena saya harus pesan untuk jum'at KAI lokal, yg lokal kan beli di stasiun sudah ga bisa","Negatif"
"Aplikasi kok rumit merepotkan, mau pesan tiket mesti upgrade member basic, diipgrade sdh legkap informasinya gagal trs!","Negatif"
"Aneh...lemot...mempersulit... Jadi sulit mau pesan tiketnya","Negatif"
"Ktk kubuka pertama kali Access by KAI, aku mau pesan tiket JTB-GMR klas Exc ternyata ada tambahan Assuransi yg hrs dipilih, maka aku urung pesan, kecuali Assuransi itu wajib dr pemerintah bukan swasta.","Netral"
"Cara pesan Commuter line Surabaya Pasuruan bagaimana ya? Kk di aplikasi cuman Jabodetabek sama yogyakarta aja?","Netral"
"Berusaha buat ga update new version kai access tp malah otomatis update. Kesel bgt aslikk, lebih mudah digunakan aplikasi yg lama. Aplikasi dgn update terbaru terlalu lemot, pesan tiket terlalu banyak langkah. Maaf kai access â­1 dulu.","Negatif"
"Kenapa setelah selesai di update kok Ndak bisa di buka apknya. Banyak bugnya itu Atau kembalikan semula saja. Jadi repot kalou mau pesan tiket. Atau memang disengaja SPT ini. Heheheheh","Negatif"
"kadang suka lag pas mau pesan. lalu kadang stuck di logo kai nya","Negatif"
"Harus daftar member basic untuk pesen tiket, merepotkan karena MASIH BUG TAPI SISTEM HANYA BOLEH PESAN ONLINE!","Negatif"
"Pelayanan di RailFood sangat buruk ,pesan 1 item tertulis 2 item. saldo udah berkurang makanan ngga datang juga ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£","Negatif"
"Lebih suka versi sebelumnya, di versi ini device saya tidak kompatibel dan tidak bisa pesan tiket di sini lagi.","Negatif"
"aplikasi diperbarui bukannya makin baik malah jadi buruk sekali, aplg mau pesan tiket skrg jdi susah harus memasukkan member dan nomer telp yg semula malah jdi acakÂ²an dan gak bisa diganti.... pelayanan yg jelek banget tidak memuaskan pelanggan sama sekali","Negatif"
"Engga bisa dibuka, padahal sudah pesan tiket mau boarding","Negatif"
"Aplikasi Ini KerenðŸ¤© Jadi Lebih Mudah Deh Pesan Tiket Untuk Bepergian , Semangat Sahabat KAIðŸ¤©","Positif"
"Tidak bisa ubah jadwal padahal pesan tiket dari seminggu dan kursi masih pada kosong","Negatif"
"Saya ubah jadi 2, setelah di update malah jadi ngelag, trus gak bisa dipake aplikasi nya","Negatif"
"update baru malah hancur bos.. gak bisa login, aplikasi dihapus donload lagi masih tetep tdk bisa login juga","Negatif"
"Gak bagus update aplikasinya amat sangat terburuk... 1 bintang aja","Negatif"
"Sudah bagus yg lama, di apdet malah butut. Bagaimana ini?","Negatif"
"Enggak nyala ac nya yah panass banget","Negatif"
"Payah minta update setibanya di update gak bisa di buka mana lemot mana failed data terus","Negatif"
"Aplikasi yg buruk. Baru jaja saya update, malah saya tidak bs log in Kembalikan aplikasi yg dahulu saja","Negatif"
"Apikasi sangat burukk","Negatif"
"Tidak bisakah kembali ke versi sebelumnya?","Netral"
"Setelah di upgrade makin error ,gak berfungsi ,gak bisa login ,,beli tiket gak bisa di isi ....kacawwwwww","Negatif"
"Update besar-besaran dari tampilan dan lain sebagainya. Tapi banyak sekali masalah dan bug di app, kalo mau rilis app terbaru maksimalin kualitasnya.","Negatif"
"uangel","Negatif"
"Sejak update terbaru makin ribet ....","Negatif"
"update jadi berat, baru buka udah ngeblank putih doang. UX buat lihat detail harga yang masih tersedia ribet. harus bukain satu2. semoga diimprove","Negatif"
"Sangat memudahkan","Positif"
